epoch,loss,mae,mse
0,4.093570232391357,1.3815207481384277,4.093570232391357
1,0.19814486801624298,0.3040561378002167,0.19814486801624298
2,0.025929871946573257,0.10883548110723495,0.025929871946573257
3,0.01829356700181961,0.09244557470083237,0.01829356700181961
4,0.016308654099702835,0.08644437044858932,0.016308654099702835
5,0.015163951553404331,0.08194441348314285,0.015163951553404331
6,0.013958009891211987,0.07975270599126816,0.013958009891211987
7,0.013048934750258923,0.07524179667234421,0.013048934750258923
8,0.012158322148025036,0.07134907692670822,0.012158322148025036
9,0.011197403073310852,0.0690474808216095,0.011197403073310852
10,0.010397136211395264,0.06609199196100235,0.010397136211395264
11,0.009430241771042347,0.06263095140457153,0.009430241771042347
12,0.009019467048346996,0.06034334376454353,0.009019467048346996
13,0.008267257362604141,0.05808268487453461,0.008267257362604141
14,0.007705023977905512,0.05570084974169731,0.007705023977905512
15,0.007156121078878641,0.05270756408572197,0.007156121078878641
16,0.006701422389596701,0.05082808807492256,0.006701422389596701
17,0.006339715793728828,0.04899004101753235,0.006339715793728828
18,0.005872427020221949,0.047524310648441315,0.005872427020221949
19,0.005678422283381224,0.045991573482751846,0.005678422283381224
20,0.005475203972309828,0.044848937541246414,0.005475203972309828
21,0.005179976113140583,0.043908968567848206,0.005179976113140583
22,0.00492820143699646,0.04364725947380066,0.00492820143699646
23,0.004832942504435778,0.042763352394104004,0.004832942504435778
24,0.004764265846461058,0.04278160631656647,0.004764265846461058
25,0.004730846267193556,0.04209616035223007,0.004730846267193556
26,0.004571978002786636,0.04170587286353111,0.004571978002786636
27,0.004537574481219053,0.04103419929742813,0.004537574481219053
28,0.004275222774595022,0.040758166462183,0.004275222774595022
29,0.004270792938768864,0.04088443145155907,0.004270792938768864
30,0.0042953211814165115,0.04023786634206772,0.0042953211814165115
31,0.004101407714188099,0.039969075471162796,0.004101407714188099
32,0.004219268914312124,0.039922282099723816,0.004219268914312124
33,0.004231194965541363,0.0404101200401783,0.004231194965541363
34,0.004078026860952377,0.03931242600083351,0.004078026860952377
35,0.004104269202798605,0.04000825807452202,0.004104269202798605
36,0.0040133134461939335,0.03957798331975937,0.0040133134461939335
37,0.004079478792846203,0.038891926407814026,0.004079478792846203
38,0.0039966413751244545,0.039107974618673325,0.0039966413751244545
39,0.004035775549709797,0.03914791718125343,0.004035775549709797
40,0.0039242892526090145,0.03894159197807312,0.0039242892526090145
41,0.003985860850661993,0.03865795210003853,0.003985860850661993
42,0.0040022991597652435,0.03850846737623215,0.0040022991597652435
43,0.003978806547820568,0.03808335214853287,0.003978806547820568
44,0.003926442936062813,0.03913744166493416,0.003926442936062813
45,0.003956759814172983,0.03873440995812416,0.003956759814172983
46,0.0038620985578745604,0.038742609322071075,0.0038620985578745604
47,0.003850202541798353,0.038247376680374146,0.003850202541798353
48,0.003782621119171381,0.038295406848192215,0.003782621119171381
49,0.003824583487585187,0.038144584745168686,0.003824583487585187
50,0.00388634717091918,0.03877447545528412,0.00388634717091918
51,0.003831840818747878,0.03817138075828552,0.003831840818747878
52,0.0038826230447739363,0.03789643943309784,0.0038826230447739363
53,0.003946780227124691,0.038705646991729736,0.003946780227124691
54,0.0038739952724426985,0.03805873543024063,0.0038739952724426985
55,0.0037482783664017916,0.03779822960495949,0.0037482783664017916
56,0.003791096853092313,0.03770705685019493,0.003791096853092313
57,0.0036909659393131733,0.038168907165527344,0.0036909659393131733
58,0.003674628445878625,0.03787213936448097,0.003674628445878625
59,0.0037679567467421293,0.03790447488427162,0.0037679567467421293
60,0.0038312452379614115,0.03836807236075401,0.0038312452379614115
61,0.0038321439642459154,0.03791062906384468,0.0038321439642459154
62,0.0037254656199365854,0.03763297200202942,0.0037254656199365854
