epoch,loss,mae,mse
0,0.7075785994529724,1.0357952117919922,2.791856527328491
1,0.04648264870047569,0.19599442183971405,0.09454801678657532
2,0.011212981306016445,0.11143586784601212,0.02242596261203289
3,0.009931490756571293,0.10519617795944214,0.019862981513142586
4,0.009000454097986221,0.09903363883495331,0.018000908195972443
5,0.008219188079237938,0.09515908360481262,0.016438376158475876
6,0.0076987408101558685,0.09138455241918564,0.015397481620311737
7,0.007108979392796755,0.08708786964416504,0.01421795878559351
8,0.006644465494900942,0.0837799608707428,0.013289440423250198
9,0.006300188601016998,0.08236626535654068,0.012600377202033997
10,0.005841720849275589,0.07925654947757721,0.011683441698551178
11,0.005562699865549803,0.07676737755537033,0.011125399731099606
12,0.005475033074617386,0.07584790885448456,0.010950066149234772
13,0.005159021820873022,0.073724165558815,0.010318043641746044
14,0.00492702005431056,0.07169652730226517,0.00985404010862112
15,0.004740770440548658,0.0702412873506546,0.009481540881097317
16,0.004574313759803772,0.06906528770923615,0.009148627519607544
17,0.004305812064558268,0.06644544005393982,0.008611624129116535
18,0.004221124108880758,0.06617565453052521,0.008442248217761517
19,0.004029767122119665,0.06359049677848816,0.00805953424423933
20,0.00390234193764627,0.06280990689992905,0.00780468387529254
21,0.003783573629334569,0.0623512864112854,0.007567147258669138
22,0.0037316784728318453,0.06145497411489487,0.007463356945663691
23,0.0036026940215379,0.06043427065014839,0.0072053880430758
24,0.003486804198473692,0.059641581028699875,0.006973608396947384
25,0.003359162947162986,0.058351825922727585,0.006718325894325972
26,0.0032394840382039547,0.05666403844952583,0.006478968076407909
27,0.0031940017361193895,0.05662010982632637,0.006388003472238779
28,0.0031383370514959097,0.055409807711839676,0.006276674102991819
29,0.0030696375761181116,0.05523382127285004,0.006139275152236223
30,0.0029511447064578533,0.05419357493519783,0.005902289412915707
31,0.0029749320819973946,0.05411669239401817,0.005949864163994789
32,0.002868307288736105,0.053117748349905014,0.00573661457747221
33,0.002753454027697444,0.05225621536374092,0.005506908055394888
34,0.00275024538859725,0.05151107907295227,0.0055004907771945
35,0.002692099893465638,0.05088002234697342,0.005384199786931276
36,0.0026747395750135183,0.04997577518224716,0.005349479150027037
37,0.002552594058215618,0.04981618747115135,0.005105188116431236
38,0.002540543442592025,0.04909953102469444,0.00508108688518405
39,0.0024766670539975166,0.04878978431224823,0.004953334107995033
40,0.002450081752613187,0.04865254834294319,0.004900163505226374
41,0.002434596186503768,0.04742434248328209,0.004869192373007536
42,0.0023606966715306044,0.04692676290869713,0.004721393343061209
43,0.0023176176473498344,0.04678975045681,0.004635235294699669
44,0.0023032233584672213,0.04628577455878258,0.0046064467169344425
45,0.0022682982962578535,0.046037767082452774,0.004536596592515707
46,0.0022401907481253147,0.04514627903699875,0.004480381496250629
47,0.0021862622816115618,0.04460589960217476,0.0043725245632231236
48,0.002131584333255887,0.044188328087329865,0.004263168666511774
49,0.002155664609745145,0.04428519681096077,0.00431132921949029
50,0.0021267996635288,0.043261345475912094,0.0042535993270576
51,0.002085275948047638,0.04354643449187279,0.004170551896095276
52,0.0020880410447716713,0.042712174355983734,0.004176082089543343
53,0.002063203137367964,0.04253401979804039,0.004126406274735928
54,0.00203315494582057,0.04263710230588913,0.00406630989164114
55,0.0020046757999807596,0.04200640693306923,0.004009351599961519
56,0.0019894836004823446,0.04181940108537674,0.003978967200964689
57,0.0019890950061380863,0.0410049669444561,0.003978190012276173
58,0.0019405594794079661,0.04146885499358177,0.0038811189588159323
59,0.001967870630323887,0.04090022295713425,0.003935741260647774
60,0.0019447433296591043,0.040187474340200424,0.0038894866593182087
61,0.0019016447477042675,0.040502939373254776,0.003803289495408535
62,0.0018927141791209579,0.03908851370215416,0.0037854283582419157
63,0.0018762163817882538,0.039186544716358185,0.0037524327635765076
64,0.0018643679795786738,0.03976655378937721,0.0037287359591573477
65,0.001863389858044684,0.03881510719656944,0.003726779716089368
66,0.001877250848338008,0.03874921053647995,0.003754501696676016
67,0.0018233220325782895,0.0385344922542572,0.003646644065156579
68,0.0018524333136156201,0.03861247003078461,0.0037048666272312403
69,0.0018443322042003274,0.038204047828912735,0.003688664408400655
70,0.0017733161803334951,0.03793558105826378,0.0035466323606669903
71,0.0018049771897494793,0.037798214703798294,0.0036099543794989586
72,0.0017738535534590483,0.037824202328920364,0.0035477071069180965
73,0.0018088509095832705,0.037717532366514206,0.003617701819166541
74,0.0017264167545363307,0.03715607896447182,0.0034528335090726614
75,0.0017811062280088663,0.036735452711582184,0.0035622124560177326
76,0.001746325520798564,0.03684302046895027,0.003492651041597128
77,0.001719289692118764,0.037232816219329834,0.003438579384237528
78,0.0016735648969188333,0.03645935654640198,0.0033471297938376665
79,0.0017133475048467517,0.03640036657452583,0.0034266950096935034
80,0.0017391719156876206,0.036386240273714066,0.0034783438313752413
81,0.0016889271792024374,0.036227837204933167,0.003377854358404875
82,0.0017105996375903487,0.03609636053442955,0.0034211992751806974
83,0.001753952936269343,0.03583608195185661,0.003507905872538686
84,0.0016867481172084808,0.035849034786224365,0.0033734962344169617
85,0.0017019949154928327,0.03565217927098274,0.0034039898309856653
86,0.001654194900766015,0.03584686666727066,0.00330838980153203
87,0.00172974553424865,0.036028288304805756,0.0034594910684973
88,0.0016696022357791662,0.035280779004096985,0.0033392044715583324
89,0.0016728918999433517,0.03492841124534607,0.0033457837998867035
90,0.001660995534621179,0.03528210520744324,0.003321991069242358
91,0.0016573535976931453,0.035106249153614044,0.0033147071953862906
92,0.0016465967055410147,0.03467933088541031,0.0032931934110820293
93,0.0016588843427598476,0.03475954011082649,0.0033177686855196953
94,0.0016634559724479914,0.03464290127158165,0.0033269119448959827
95,0.0016604909906163812,0.03499133139848709,0.0033209819812327623
96,0.0016585474368184805,0.03459363430738449,0.003317094873636961
97,0.001651365077123046,0.03488738089799881,0.003302730154246092
98,0.00163579685613513,0.03457176312804222,0.00327159371227026
99,0.0016232961788773537,0.03452429547905922,0.0032465923577547073
100,0.0016025373479351401,0.033879321068525314,0.0032050746958702803
101,0.001654288382269442,0.03450162708759308,0.003308576764538884
102,0.0016443345230072737,0.034314561635255814,0.0032886690460145473
103,0.0016494017327204347,0.03412308543920517,0.0032988034654408693
104,0.0015869579510763288,0.0340878926217556,0.0031739159021526575
105,0.0015989248640835285,0.033933334052562714,0.003197849728167057
106,0.0016160409431904554,0.033904485404491425,0.003232081886380911
107,0.0015912600792944431,0.03385281190276146,0.0031825201585888863
108,0.0016017170855775476,0.03364304080605507,0.003203434171155095
109,0.0015760373789817095,0.033492788672447205,0.003152074757963419
110,0.0016071551945060492,0.03344392031431198,0.0032143103890120983
111,0.0015974427806213498,0.033429600298404694,0.0031948855612426996
112,0.0016046265373006463,0.03289036825299263,0.0032092530746012926
113,0.001533003058284521,0.03273802250623703,0.003066006116569042
114,0.0016073026927188039,0.03331022337079048,0.0032146053854376078
115,0.0016253093490377069,0.033180415630340576,0.0032506186980754137
116,0.0016009000828489661,0.033191680908203125,0.0032018001656979322
117,0.00157620117533952,0.03328526020050049,0.00315240235067904
118,0.0015875283861532807,0.033144742250442505,0.0031750567723065615
119,0.0015694663161411881,0.03296114131808281,0.0031389326322823763
120,0.0015507289208471775,0.0330548919737339,0.003101457841694355
121,0.001600958756171167,0.03317168354988098,0.003201917512342334
122,0.00160819326993078,0.032885096967220306,0.00321638653986156
123,0.0015656918985769153,0.03269737586379051,0.0031313837971538305
124,0.0015369869070127606,0.03300797566771507,0.0030739738140255213
125,0.001546548563055694,0.03290236368775368,0.003093097126111388
126,0.0015799542888998985,0.033012114465236664,0.003159908577799797
127,0.0015763953560963273,0.03255043551325798,0.0031527907121926546
128,0.0015879127895459533,0.03280099108815193,0.0031758255790919065
129,0.0015368140302598476,0.0321742482483387,0.0030736280605196953
130,0.001550817396491766,0.03287554904818535,0.003101634792983532
131,0.0015242210356518626,0.03299001231789589,0.0030484420713037252
132,0.0015574954450130463,0.032620616257190704,0.0031149908900260925
