epoch,loss,mae,mse
0,1.057158350944519,1.439074158668518,4.434067249298096
1,0.14846116304397583,0.36779317259788513,0.34018418192863464
2,0.03165556117892265,0.1626593917608261,0.06402949243783951
3,0.012983637861907482,0.10979895293712616,0.025967275723814964
4,0.009749640710651875,0.0960966944694519,0.01949928142130375
5,0.008200199343264103,0.08937011659145355,0.016400398686528206
6,0.007373302709311247,0.08449894934892654,0.014746605418622494
7,0.0066042994149029255,0.07889634370803833,0.013208598829805851
8,0.00591602548956871,0.07413208484649658,0.01183205097913742
9,0.005462275352329016,0.07049098610877991,0.010924550704658031
10,0.005006023216992617,0.06674439460039139,0.010012046433985233
11,0.004566925577819347,0.06264865398406982,0.009133851155638695
12,0.0042423224076628685,0.060335300862789154,0.008484644815325737
13,0.003855091519653797,0.05667256936430931,0.007710183039307594
14,0.0036409280728548765,0.05423545464873314,0.007281856145709753
15,0.003441435284912586,0.051896750926971436,0.006882870569825172
16,0.003244114341214299,0.05013774707913399,0.006488228682428598
17,0.003012079745531082,0.04811453819274902,0.006024159491062164
18,0.0028797814156860113,0.046675436198711395,0.005759562831372023
19,0.0027287849225103855,0.04458721727132797,0.005457569845020771
20,0.0026784762740135193,0.04482785612344742,0.005356952548027039
21,0.0025094596203416586,0.04318889230489731,0.005018919240683317
22,0.0024725343100726604,0.04273219034075737,0.004945068620145321
23,0.0023047118447721004,0.041790928691625595,0.004609423689544201
24,0.0022586979903280735,0.041423458606004715,0.004517395980656147
25,0.0023057125508785248,0.04169653356075287,0.0046114251017570496
26,0.002188831102102995,0.04014328122138977,0.00437766220420599
27,0.002127921674400568,0.04081066697835922,0.004255843348801136
28,0.002144338795915246,0.04117744415998459,0.004288677591830492
29,0.002021126914769411,0.03955961763858795,0.004042253829538822
30,0.0020873472094535828,0.04073937237262726,0.0041746944189071655
31,0.002022797940298915,0.03962008282542229,0.00404559588059783
32,0.001950751873664558,0.039510857313871384,0.003901503747329116
33,0.001974288374185562,0.03905797749757767,0.003948576748371124
34,0.001958973938599229,0.03937172889709473,0.003917947877198458
35,0.001943651819601655,0.03947201743721962,0.00388730363920331
36,0.0018874274101108313,0.0388212725520134,0.0037748548202216625
37,0.0019296618411317468,0.039916496723890305,0.0038593236822634935
38,0.0019362919265404344,0.03905035927891731,0.0038725838530808687
39,0.0018742308020591736,0.037718627601861954,0.003748461604118347
40,0.00188697490375489,0.038766179233789444,0.00377394980750978
41,0.0019075465388596058,0.038666389882564545,0.0038150930777192116
42,0.001903426367789507,0.03886021673679352,0.003806852735579014
43,0.001954148756340146,0.04037807881832123,0.003908297512680292
44,0.001964004011824727,0.03929124400019646,0.003928008023649454
45,0.0018973011756315827,0.03788269683718681,0.0037946023512631655
46,0.0018415151862427592,0.03793279826641083,0.0036830303724855185
47,0.0018657173495739698,0.03865134343504906,0.0037314346991479397
48,0.0018215632298961282,0.038110699504613876,0.0036431264597922564
49,0.0018675312167033553,0.037453461438417435,0.0037350624334067106
50,0.001856983290053904,0.037996090948581696,0.003713966580107808
51,0.0019208103185519576,0.039276372641325,0.003841620637103915
52,0.0017932011978700757,0.037813182920217514,0.0035864023957401514
53,0.00184907135553658,0.03769523650407791,0.00369814271107316
54,0.0018184451619163156,0.037750668823719025,0.003636890323832631
55,0.001827323343604803,0.03794722631573677,0.003654646687209606
56,0.0018359231762588024,0.037877749651670456,0.003671846352517605
57,0.0018384666182100773,0.03815639764070511,0.0036769332364201546
58,0.001805960782803595,0.036945901811122894,0.00361192156560719
59,0.0018149142852053046,0.037516720592975616,0.0036298285704106092
60,0.0018298302311450243,0.03713904693722725,0.0036596604622900486
61,0.0017754487926140428,0.037307556718587875,0.0035508975852280855
62,0.0017622816376388073,0.03709496930241585,0.0035245632752776146
63,0.0018283923855051398,0.03739357739686966,0.0036567847710102797
64,0.0018118140287697315,0.03690503537654877,0.003623628057539463
65,0.0017698496812954545,0.037635043263435364,0.003539699362590909
66,0.001766450353898108,0.03646094724535942,0.003532900707796216
67,0.0017714356072247028,0.03741000220179558,0.0035428712144494057
68,0.0017717904411256313,0.036198753863573074,0.0035435808822512627
69,0.0017508059972897172,0.037043072283267975,0.0035016119945794344
70,0.0018164587672799826,0.037269216030836105,0.003632917534559965
71,0.0017697442090138793,0.03671512380242348,0.0035394884180277586
72,0.0017280776519328356,0.036645837128162384,0.003456155303865671
73,0.0017964625731110573,0.037641528993844986,0.0035929251462221146
74,0.0018074974650517106,0.03737632930278778,0.003614994930103421
75,0.0018316586501896381,0.03746410831809044,0.0036633173003792763
76,0.001801686710678041,0.03706703707575798,0.003603373421356082
77,0.0018355551874265075,0.03648904711008072,0.003671110374853015
78,0.0017640120349824429,0.03659796714782715,0.0035280240699648857
79,0.0018116600112989545,0.03732879087328911,0.003623320022597909
80,0.001728852977976203,0.03628043830394745,0.003457705955952406
81,0.0018087092321366072,0.037459176033735275,0.0036174184642732143
82,0.001728596049360931,0.036085184663534164,0.003457192098721862
83,0.0017453053733333945,0.0355534665286541,0.003490610746666789
84,0.0017863706452772021,0.0363464392721653,0.0035727412905544043
85,0.0017103701829910278,0.03634018823504448,0.0034207403659820557
86,0.0017367700347676873,0.03618384152650833,0.0034735400695353746
87,0.0017388673732057214,0.03646980971097946,0.0034777347464114428
88,0.0017261510947719216,0.03540876880288124,0.0034523021895438433
89,0.0017291082767769694,0.03589058667421341,0.003458216553553939
90,0.0017408085986971855,0.03592589870095253,0.003481617197394371
91,0.00178821780718863,0.036610182374715805,0.00357643561437726
92,0.0017354687443003058,0.03598279133439064,0.0034709374886006117
93,0.0017694622511044145,0.03704630583524704,0.003538924502208829
94,0.0016996029298752546,0.035720933228731155,0.0033992058597505093
95,0.0017121167620643973,0.036371439695358276,0.0034242335241287947
96,0.0017501661786809564,0.03601040691137314,0.0035003323573619127
97,0.0017628779169172049,0.036122001707553864,0.0035257558338344097
98,0.001702098990790546,0.03630293905735016,0.003404197981581092
99,0.0017834590980783105,0.03650984913110733,0.003566918196156621
100,0.0017105040606111288,0.03583046793937683,0.0034210081212222576
101,0.0017017254140228033,0.03628796711564064,0.0034034508280456066
102,0.001727364957332611,0.036119818687438965,0.003454729914665222
103,0.00164144323207438,0.034998390823602676,0.00328288646414876
104,0.0016954924212768674,0.03534083813428879,0.0033909848425537348
105,0.0016730695497244596,0.03631330654025078,0.0033461390994489193
106,0.0017278343439102173,0.03630227595567703,0.0034556686878204346
107,0.0017898930236697197,0.0368020236492157,0.0035797860473394394
108,0.0017226508352905512,0.036250997334718704,0.0034453016705811024
109,0.0016822096658870578,0.035415418446063995,0.0033644193317741156
110,0.0016917004249989986,0.035733334720134735,0.0033834008499979973
111,0.0017223189352080226,0.03630300983786583,0.003444637870416045
112,0.001745732850395143,0.035689689218997955,0.003491465700790286
113,0.0017006081761792302,0.03638448938727379,0.0034012163523584604
114,0.001677591586485505,0.03539761155843735,0.00335518317297101
115,0.0016713670920580626,0.03544355183839798,0.003342734184116125
116,0.0016994144534692168,0.036086905747652054,0.0033988289069384336
117,0.001695643994025886,0.03499052673578262,0.003391287988051772
118,0.0016599887749180198,0.034822363406419754,0.0033199775498360395
119,0.0017357467440888286,0.03612624108791351,0.003471493488177657
120,0.0017347257817164063,0.03606388717889786,0.0034694515634328127
121,0.0016833697445690632,0.0355391725897789,0.0033667394891381264
122,0.0016601372044533491,0.03604909032583237,0.0033202744089066982
123,0.0017047504661604762,0.03634792938828468,0.0034095009323209524
124,0.0017047215951606631,0.036080166697502136,0.0034094431903213263
125,0.0016693690558895469,0.03533005714416504,0.0033387381117790937
126,0.001743789529427886,0.03642308712005615,0.003487579058855772
127,0.0016786977648735046,0.03553149104118347,0.0033573955297470093
128,0.001654077204875648,0.03550412878394127,0.003308154409751296
129,0.0017176552210003138,0.03610023483633995,0.0034353104420006275
130,0.0017264243215322495,0.03571808338165283,0.003452848643064499
131,0.0016693479847162962,0.034524817019701004,0.0033386959694325924
132,0.0016511081485077739,0.03490130603313446,0.0033022162970155478
133,0.001813302980735898,0.03695845976471901,0.003626605961471796
