,Tarih,dolar,petrol,Faiz,ortalama,tufe,altın,tahmin
1663,2014-11-19,2.232,74.58,8.25,-0.2415656565656565,9.15,84.988,2.2196
1664,2014-11-18,2.2214,74.61,8.25,-0.2388888888888889,9.15,85.534,2.232
1665,2014-11-17,2.2312,75.64,8.25,0.06527777777777778,9.15,85.191,2.2214
1666,2014-11-14,2.2296,75.82,8.25,-0.026388888888888892,9.15,85.24,2.2312
1667,2014-11-13,2.2422,74.21,8.25,0.25625,9.15,83.833,2.2296
1668,2014-11-12,2.2514,77.18,8.25,0.0,9.15,84.233,2.2422
1669,2014-11-11,2.2568,77.94,8.25,0.08481481481481483,9.15,84.447,2.2514
1670,2014-11-10,2.2594,77.4,8.25,0.17777777777777778,9.15,83.715,2.2568
1671,2014-11-07,2.258,78.65,8.25,0.13636363636363635,9.15,85.509,2.2594
1672,2014-11-06,2.2636,77.91,8.25,0.1001010101010101,9.15,83.22,2.258
1673,2014-11-05,2.2443,78.68,8.25,0.26190476190476186,9.15,82.331,2.2636
1674,2014-11-04,2.2235,77.19,8.25,0.21388888888888888,9.15,83.477,2.2443
1675,2014-11-04,2.2235,77.19,8.25,0.21388888888888888,9.15,83.477,2.2443
1676,2014-11-03,2.2355,78.78,8.25,0.0,9.15,83.75,2.2235
1677,2014-11-03,2.2355,78.78,8.25,0.0,9.15,83.75,2.2235
1678,2014-10-31,2.224,80.54,8.25,0.0,8.96,83.856,2.2355
1679,2014-10-30,2.1988,81.12,8.25,0.0,8.96,84.806,2.224
1680,2014-10-29,2.2153,82.2,8.25,-0.01527777777777778,8.96,86.394,2.1988
1681,2014-10-28,2.2066,81.42,8.25,0.0,8.96,87.135,2.2153
1682,2014-10-27,2.2294,81.0,8.25,-0.5,8.96,87.927,2.2066
1683,2014-10-24,2.2313,81.01,8.25,0.0,8.96,88.328,2.2294
1684,2014-10-23,2.236,82.09,8.25,0.0,8.96,88.616,2.2313
1685,2014-10-22,2.2463,80.52,8.25,-0.025,8.96,89.685,2.236
1686,2014-10-21,2.2451,82.81,8.25,-0.009090909090909094,8.96,90.168,2.2463
1687,2014-10-20,2.2437,82.71,8.25,-0.08345959595959591,8.96,89.968,2.2451
1688,2014-10-17,2.246,82.75,8.25,0.0,8.96,89.429,2.2437
1689,2014-10-16,2.2629,82.7,8.25,0.06666666666666668,8.96,90.144,2.246
1690,2014-10-15,2.2693,81.78,8.25,0.13444444444444442,8.96,90.636,2.2629
1691,2014-10-14,2.273,81.84,8.25,0.0033333333333333327,8.96,90.051,2.2693
1692,2014-10-13,2.2698,85.74,8.25,-0.35,8.96,90.198,2.273
1693,2014-10-10,2.2884,85.82,8.25,0.007407407407407406,8.96,89.959,2.2698
1694,2014-10-09,2.2695,85.77,8.25,0.022222222222222227,8.96,89.316,2.2884
1695,2014-10-08,2.263,87.31,8.25,0.025,8.96,88.935,2.2695
1696,2014-10-07,2.2753,88.85,8.25,-0.1,8.96,88.447,2.263
1697,2014-10-06,2.2678,90.34,8.25,0.03055555555555557,8.96,88.037,2.2753
1698,2014-10-03,2.2942,89.74,8.25,0.02651515151515152,8.96,87.918,2.2678
1699,2014-10-03,2.2942,89.74,8.25,0.02651515151515152,8.96,87.918,2.2678
1700,2014-10-02,2.2665,91.01,8.25,0.0,8.96,88.544,2.2942
1701,2014-10-02,2.2665,91.01,8.25,0.0,8.96,88.544,2.2942
1702,2014-10-01,2.2833,90.73,8.25,0.13333333333333333,8.96,89.239,2.2665
1703,2014-10-01,2.2833,90.73,8.25,0.13333333333333333,8.96,89.239,2.2665
1704,2014-09-30,2.2782,91.16,8.25,0.016666666666666666,8.86,88.554,2.2833
1705,2014-09-29,2.2786,94.57,8.25,-0.039285714285714285,8.86,89.06,2.2782
1706,2014-09-26,2.2623,93.54,8.25,0.06333333333333332,8.86,88.635,2.2786
1707,2014-09-25,2.261,92.53,8.25,0.06329966329966329,8.86,88.836,2.2623
1708,2014-09-24,2.2366,92.8,8.25,0.03333333333333334,8.86,87.568,2.261
1709,2014-09-23,2.2393,91.56,8.25,-0.004166666666666668,8.86,88.051,2.2366
1710,2014-09-22,2.2407,91.52,8.25,0.0,8.86,87.553,2.2393
1711,2014-09-19,2.2347,92.41,8.25,0.525,8.86,87.338,2.2407
1712,2014-09-18,2.226,93.07,8.25,0.0,8.86,87.661,2.2347
1713,2014-09-17,2.2243,94.42,8.25,0.04233333333333334,8.86,87.594,2.226
1714,2014-09-16,2.2033,94.88,8.25,0.026530612244897955,8.86,87.527,2.2243
1715,2014-09-15,2.2121,92.92,8.25,0.0,8.86,87.807,2.2033
1716,2014-09-12,2.223,92.27,8.25,-0.04642857142857143,8.86,87.893,2.2121
1717,2014-09-11,2.2007,92.83,8.25,-0.0037500000000000072,8.86,87.768,2.223
1718,2014-09-10,2.1929,91.67,8.25,-0.05784632034632034,8.86,88.163,2.2007
1719,2014-09-09,2.1963,92.75,8.25,0.07328282828282827,8.86,88.727,2.1929
1720,2014-09-08,2.1735,92.66,8.25,0.0,8.86,87.77,2.1963
1721,2014-09-05,2.159,93.29,8.25,0.43333333333333335,8.86,88.065,2.1735
1722,2014-09-04,2.1632,94.45,8.25,0.11994949494949494,8.86,87.754,2.159
1723,2014-09-04,2.1632,94.45,8.25,0.11994949494949494,8.86,87.754,2.159
1724,2014-09-03,2.1577,95.54,8.25,0.0,8.86,88.117,2.1632
1725,2014-09-03,2.1577,95.54,8.25,0.0,8.86,88.117,2.1632
1726,2014-09-02,2.1726,92.88,8.25,0.0,8.86,88.426,2.1577
1727,2014-09-01,2.1607,95.83,8.25,-0.007142857142857141,8.86,89.413,2.1726
1728,2014-09-01,2.1607,95.83,8.25,-0.007142857142857141,8.86,89.413,2.1726
1729,2014-08-29,2.1639,95.96,8.25,0.03285679374389052,9.54,89.586,2.1607
1730,2014-08-28,2.1583,94.55,8.25,0.11666666666666665,9.54,89.477,2.1639
1731,2014-08-27,2.1539,93.88,8.25,0.018750000000000003,9.54,88.929,2.1583
1732,2014-08-26,2.1655,93.86,8.25,0.06596590909090908,9.54,89.175,2.1539
1733,2014-08-25,2.179,93.35,8.25,-0.25,9.54,89.417,2.1655
1734,2014-08-22,2.1755,93.65,8.25,0.0,9.54,89.603,2.179
1735,2014-08-21,2.1779,93.96,8.25,-0.011111111111111108,9.54,89.405,2.1755
1736,2014-08-20,2.186,96.07,8.25,0.01145833333333333,9.54,90.766,2.1779
1737,2014-08-19,2.1622,94.48,8.25,-0.05,9.54,90.149,2.186
1738,2014-08-18,2.1638,96.41,8.25,0.008928571428571426,9.54,90.25,2.1622
1739,2014-08-15,2.1671,97.35,8.25,0.20229591836734692,9.54,90.928,2.1638
1740,2014-08-14,2.1518,95.58,8.25,0.07500000000000001,9.54,90.87,2.1671
1741,2014-08-13,2.1569,97.59,8.25,0.046874999999999986,9.54,90.986,2.1518
1742,2014-08-12,2.1642,97.37,8.25,0.032727272727272716,9.54,91.062,2.1569
1743,2014-08-11,2.1505,98.08,8.25,0.0960365853658537,9.54,90.452,2.1642
1744,2014-08-08,2.145,97.65,8.25,-0.03752805836139169,9.54,90.33,2.1505
1745,2014-08-07,2.1671,97.34,8.25,0.02083333333333333,9.54,91.601,2.145
1746,2014-08-06,2.1592,96.92,8.25,-0.2916666666666667,9.54,90.716,2.1671
1747,2014-08-05,2.1525,97.38,8.25,-0.038999999999999986,9.54,89.208,2.1592
1748,2014-08-04,2.1313,98.29,8.25,0.18409090909090908,9.54,88.253,2.1525
1749,2014-08-04,2.1313,98.29,8.25,0.18409090909090908,9.54,88.253,2.1525
1750,2014-08-01,2.1334,97.88,8.25,0.0,9.54,88.769,2.1313
1751,2014-08-01,2.1334,97.88,8.25,0.0,9.54,88.769,2.1313
1752,2014-07-31,2.1418,98.17,8.25,0.0,9.32,88.33,2.1334
1753,2014-07-30,2.1328,100.27,8.25,0.0,9.32,88.878,2.1418
1754,2014-07-29,2.1161,100.97,8.25,0.0,9.32,88.261,2.1328
1755,2014-07-28,2.0993,101.67,8.25,0.225,9.32,88.015,2.1161
1756,2014-07-25,2.0939,102.09,8.25,0.0,9.32,87.993,2.0993
1757,2014-07-24,2.0918,102.07,8.25,0.35,9.32,87.031,2.0939
1758,2014-07-23,2.0886,103.12,8.25,0.00833333333333333,9.32,87.709,2.0918
1759,2014-07-22,2.1065,104.42,8.25,0.037500000000000006,9.32,88.588,2.0886
1760,2014-07-21,2.1183,104.59,8.25,-0.15530303030303028,9.32,89.384,2.1065
1761,2014-07-18,2.1247,103.13,8.25,0.021464646464646464,9.32,89.575,2.1183
1762,2014-07-17,2.141,103.19,8.25,0.10064935064935067,9.32,90.783,2.1247
1763,2014-07-16,2.1193,101.2,8.75,0.0,9.32,88.709,2.141
1764,2014-07-15,2.1241,99.96,8.75,-0.05,9.32,88.348,2.1193
1765,2014-07-14,2.1162,100.91,8.75,0.0,9.32,88.961,2.1241
1766,2014-07-11,2.1175,100.83,8.75,0.2013736263736264,9.32,91.154,2.1162
1767,2014-07-10,2.1244,102.93,8.75,0.06666666666666668,9.32,91.211,2.1175
1768,2014-07-09,2.1154,102.29,8.75,-0.07233333333333332,9.32,90.309,2.1244
1769,2014-07-08,2.1251,103.4,8.75,0.02604166666666666,9.32,90.186,2.1154
1770,2014-07-07,2.1293,103.53,8.75,0.1875,9.32,90.364,2.1251
1771,2014-07-04,2.1329,103.76,8.75,0.0,9.32,90.616,2.1293
1772,2014-07-04,2.1329,103.76,8.75,0.0,9.32,90.616,2.1293
1773,2014-07-03,2.1278,104.06,8.75,0.0,9.32,90.315,2.1329
1774,2014-07-03,2.1278,104.06,8.75,0.0,9.32,90.315,2.1329
1775,2014-07-02,2.1302,104.48,8.75,0.2333333333333333,9.32,90.891,2.1278
1776,2014-07-02,2.1302,104.48,8.75,0.2333333333333333,9.32,90.891,2.1278
1777,2014-07-01,2.1285,105.34,8.75,0.0,9.32,90.835,2.1302
1778,2014-07-01,2.1285,105.34,8.75,0.0,9.32,90.835,2.1302
1779,2014-06-30,2.1191,105.37,8.75,0.07222222222222223,9.16,90.464,2.1285
1780,2014-06-27,2.1228,105.74,8.75,0.125,9.16,89.802,2.1191
1781,2014-06-26,2.1258,105.84,8.75,0.04166666666666666,9.16,90.022,2.1228
1782,2014-06-25,2.1325,106.5,8.75,0.03958333333333333,9.16,90.377,2.1258
1783,2014-06-24,2.1418,106.03,8.75,0.1,9.16,90.873,2.1325
1784,2014-06-23,2.1373,106.17,9.5,-0.007500000000000007,9.16,90.556,2.1418
1785,2014-06-20,2.1405,107.26,9.5,0.28392857142857136,9.16,90.511,2.1373
1786,2014-06-19,2.1426,106.43,9.5,0.04502551020408163,9.16,90.966,2.1405
1787,2014-06-18,2.1254,105.97,9.5,-0.10890624999999997,9.16,87.323,2.1426
1788,2014-06-17,2.1495,106.36,9.5,0.0,9.16,87.83,2.1254
1789,2014-06-16,2.1424,106.9,9.5,0.075,9.16,87.645,2.1495
1790,2014-06-13,2.1233,106.91,9.5,0.0,9.16,86.978,2.1424
1791,2014-06-12,2.1117,106.53,9.5,0.125,9.16,86.494,2.1233
1792,2014-06-11,2.1167,104.4,9.5,0.11666666666666665,9.16,85.709,2.1117
1793,2014-06-10,2.0798,104.35,9.5,0.12101449275362318,9.16,84.252,2.1167
1794,2014-06-09,2.0863,104.41,9.5,0.08888888888888889,9.16,83.983,2.0798
1795,2014-06-06,2.0781,102.66,9.5,-0.3,9.16,83.716,2.0863
1796,2014-06-05,2.0963,102.48,9.5,0.0,9.16,84.575,2.0781
1797,2014-06-04,2.1156,102.64,9.5,-0.09375,9.16,84.612,2.0963
1798,2014-06-04,2.1156,102.64,9.5,-0.09375,9.16,84.612,2.0963
1799,2014-06-03,2.1173,102.66,9.5,0.12307692307692307,9.16,84.707,2.1156
1800,2014-06-03,2.1173,102.66,9.5,0.12307692307692307,9.16,84.707,2.1156
1801,2014-06-02,2.1083,102.47,9.5,0.0,9.16,84.268,2.1173
1802,2014-06-02,2.1083,102.47,9.5,0.0,9.16,84.268,2.1173
1803,2014-05-30,2.0971,102.71,9.5,0.1412337662337662,9.66,84.278,2.1083
1804,2014-05-29,2.0865,103.58,9.5,0.0,9.66,84.321,2.0971
1805,2014-05-28,2.0998,102.72,9.5,0.03496193461710703,9.66,84.937,2.0865
1806,2014-05-27,2.1018,104.11,9.5,0.16,9.66,85.436,2.0998
1807,2014-05-26,2.0829,104.28,9.5,0.0,9.66,86.652,2.1018
1808,2014-05-23,2.0818,104.35,9.5,0.0,9.66,86.476,2.0829
1809,2014-05-22,2.0813,103.74,9.5,0.13203703703703706,9.66,86.598,2.0818
1810,2014-05-21,2.094,104.07,9.5,0.1503787878787879,9.66,86.961,2.0813
1811,2014-05-20,2.1134,102.44,9.5,0.15666666666666665,9.66,87.901,2.094
1812,2014-05-19,2.0965,102.61,9.5,0.0,9.66,87.2,2.1134
1813,2014-05-16,2.0998,102.02,9.5,0.0,9.66,87.334,2.0965
1814,2014-05-15,2.0983,101.5,9.5,0.03125,9.66,87.5,2.0998
1815,2014-05-14,2.0707,102.37,9.5,0.125,9.66,87.021,2.0983
1816,2014-05-13,2.0684,101.7,9.5,0.15,9.66,86.077,2.0707
1817,2014-05-12,2.0809,100.59,9.5,0.19606060606060605,9.66,86.718,2.0684
1818,2014-05-09,2.0773,99.99,9.5,0.02500000000000001,9.66,86.047,2.0809
1819,2014-05-08,2.0738,100.26,9.5,0.2523809523809524,9.66,86.091,2.0773
1820,2014-05-07,2.0819,100.77,9.5,0.050476190476190466,9.66,86.325,2.0738
1821,2014-05-06,2.09,99.5,9.5,0.0,9.66,87.864,2.0819
1822,2014-05-05,2.1003,99.48,9.5,-0.007681818181818173,9.66,88.426,2.09
1823,2014-05-02,2.1038,99.76,9.5,-0.275,9.66,87.947,2.1003
1824,2014-05-02,2.1038,99.76,9.5,-0.275,9.66,87.947,2.1003
1825,2014-05-01,2.1054,99.42,9.5,-0.0033333333333333327,9.66,87.007,2.1038
1826,2014-04-30,2.1125,99.74,9.5,-0.16666666666666666,9.38,87.684,2.1054
1827,2014-04-29,2.1212,101.28,9.5,-0.10416666666666667,9.38,88.462,2.1125
1828,2014-04-28,2.1256,100.84,9.5,0.0,9.38,88.648,2.1212
1829,2014-04-25,2.134,100.6,9.5,-0.017499999999999998,9.38,89.382,2.1256
1830,2014-04-24,2.1356,101.94,9.5,0.04166666666666666,9.38,88.835,2.134
1831,2014-04-23,2.1504,101.44,10.0,0.0509469696969697,9.38,88.849,2.1356
1832,2014-04-22,2.1415,102.13,10.0,-0.03125,9.38,88.359,2.1504
1833,2014-04-21,2.1341,104.37,10.0,-0.021875,9.38,88.533,2.1415
1834,2014-04-18,2.1296,,10.0,0.07142857142857142,9.38,,2.1341
1835,2014-04-17,2.1265,104.3,10.0,0.0,9.38,88.697,2.1296
1836,2014-04-16,2.136,103.76,10.0,-0.12106481481481482,9.38,89.502,2.1265
1837,2014-04-15,2.1428,103.75,10.0,0.008928571428571428,9.38,89.598,2.136
1838,2014-04-14,2.1208,104.05,10.0,0.0792648709315376,9.38,90.603,2.1428
1839,2014-04-11,2.1129,103.74,10.0,-0.02592592592592593,9.38,89.541,2.1208
1840,2014-04-10,2.1093,103.4,10.0,0.0,9.38,89.428,2.1129
1841,2014-04-09,2.1038,103.6,10.0,0.025961538461538463,9.38,88.852,2.1093
1842,2014-04-08,2.0962,102.56,10.0,0.175,9.38,88.197,2.1038
1843,2014-04-07,2.1103,100.44,10.0,0.2,9.38,88.022,2.0962
1844,2014-04-04,2.1135,101.14,10.0,-0.032727272727272716,9.38,88.552,2.1103
1845,2014-04-03,2.1327,100.29,10.0,0.06805555555555555,9.38,88.257,2.1135
1846,2014-04-02,2.1276,99.62,10.0,0.1763888888888889,9.38,88.307,2.1327
1847,2014-04-01,2.1378,99.74,10.0,0.06000000000000001,9.38,87.951,2.1276
1848,2014-03-31,2.1407,101.58,10.0,0.06258680555555554,8.39,88.339,2.1378
1849,2014-03-28,2.1909,101.67,10.0,-0.17028985507246375,8.39,91.233,2.1407
1850,2014-03-27,2.1872,101.28,10.0,0.275,8.39,90.741,2.1909
1851,2014-03-26,2.1921,100.26,10.0,0.1946759259259259,8.39,91.876,2.1872
1852,2014-03-25,2.2165,99.19,10.0,0.1386363636363636,8.39,93.424,2.1921
1853,2014-03-24,2.2372,99.6,10.0,0.009999999999999998,8.39,94.119,2.2165
1854,2014-03-21,2.2335,99.46,10.0,0.029166666666666664,8.39,95.821,2.2372
1855,2014-03-20,2.2294,99.43,10.0,0.03125,8.39,95.135,2.2335
1856,2014-03-19,2.2401,100.37,10.0,-0.26875,8.39,96.019,2.2294
1857,2014-03-18,2.2188,99.7,10.0,-0.12201074660633507,8.39,96.63,2.2401
1858,2014-03-17,2.2198,98.08,10.0,0.03977272727272727,8.39,97.604,2.2188
1859,2014-03-14,2.213,98.89,10.0,0.01515151515151515,8.39,98.41,2.2198
1860,2014-03-13,2.2327,98.2,10.0,0.08484848484848485,8.39,98.498,2.213
1861,2014-03-12,2.2323,97.99,10.0,0.20166666666666666,8.39,98.043,2.2327
1862,2014-03-11,2.2466,100.03,10.0,0.0,8.39,97.468,2.2323
1863,2014-03-10,2.2186,101.12,10.0,0.024431818181818183,8.39,95.602,2.2466
1864,2014-03-07,2.2055,102.58,10.0,0.20166666666666666,8.39,95.019,2.2186
1865,2014-03-06,2.1803,101.56,10.0,0.0451388888888889,8.39,94.621,2.2055
1866,2014-03-05,2.2031,101.45,10.0,0.03571428571428571,8.39,94.742,2.1803
1867,2014-03-04,2.2065,103.33,10.0,0.026704545454545453,8.39,94.638,2.2031
1868,2014-03-03,2.2321,104.92,10.0,0.15933333333333333,8.39,96.835,2.2065
1869,2014-02-28,2.2093,102.59,10.0,0.0,7.89,94.155,2.2321
1870,2014-02-27,2.2138,102.4,10.0,0.16666666666666666,7.89,94.776,2.2093
1871,2014-02-26,2.2279,102.59,10.0,0.13333333333333333,7.89,95.37,2.2138
1872,2014-02-25,2.2122,101.83,10.0,0.075,7.89,95.366,2.2279
1873,2014-02-24,2.2021,102.82,10.0,0.06931818181818182,7.89,94.579,2.2122
1874,2014-02-21,2.1787,102.2,10.0,0.0,7.89,92.703,2.2021
1875,2014-02-20,2.2013,102.92,10.0,-0.012500000000000013,7.89,93.602,2.1787
1876,2014-02-19,2.2145,103.31,10.0,0.1875,7.89,93.375,2.2013
1877,2014-02-18,2.1804,102.43,10.0,0.02411616161616161,7.89,92.631,2.2145
1878,2014-02-17,2.1767,100.58,10.0,0.11471861471861472,7.89,93.03,2.1804
1879,2014-02-14,2.181,100.3,10.0,0.0,7.89,92.552,2.1767
1880,2014-02-13,2.1856,100.35,10.0,0.05555555555555555,7.89,91.478,2.181
1881,2014-02-12,2.1926,100.37,10.0,-0.0983796296296296,7.89,91.054,2.1856
1882,2014-02-11,2.1932,99.94,10.0,-0.04722222222222222,7.89,91.028,2.1926
1883,2014-02-10,2.2176,100.06,10.0,0.0988095238095238,7.89,90.726,2.1932
1884,2014-02-07,2.2199,99.88,10.0,0.0,7.89,90.414,2.2176
1885,2014-02-06,2.2096,97.84,10.0,0.2912037037037037,7.89,89.35,2.2199
1886,2014-02-05,2.2386,97.38,10.0,0.0,7.89,90.608,2.2096
1887,2014-02-04,2.238,97.19,10.0,-0.05,7.89,90.203,2.2386
1888,2014-02-03,2.2824,96.43,10.0,-0.030666666666666655,7.89,92.252,2.238
1889,2014-01-31,2.2607,97.49,10.0,-0.10795454545454546,7.75,90.49,2.2824
1890,2014-01-30,2.2693,98.23,10.0,-0.08875000000000001,7.75,90.373,2.2607
1891,2014-01-29,2.2607,97.36,10.0,0.0078675645342312,7.75,92.242,2.2693
1892,2014-01-28,2.252,97.41,10.0,0.04662962962962964,7.75,87.967,2.2607
1893,2014-01-27,2.283,95.72,10.0,0.08585858585858584,7.75,92.22,2.252
1894,2014-01-24,2.3315,96.64,10.0,0.014087301587301584,7.75,95.432,2.283
1895,2014-01-23,2.2928,97.32,10.0,0.05886243386243386,7.75,93.179,2.3315
1896,2014-01-22,2.2582,96.73,10.0,-0.008333333333333331,7.75,89.837,2.2928
1897,2014-01-21,2.2517,94.99,4.5,0.004545454545454545,7.75,89.786,2.2582
1898,2014-01-20,2.2403,93.93,4.5,0.08022937710437711,7.75,90.327,2.2517
1899,2014-01-17,2.2317,94.37,4.5,0.09357142857142857,7.75,90.469,2.2403
1900,2014-01-16,2.2069,93.96,4.5,0.4477272727272727,7.75,88.171,2.2317
1901,2014-01-15,2.1913,94.17,4.5,0.21925,7.75,87.478,2.2069
1902,2014-01-14,2.1838,92.59,4.5,0.046875,7.75,87.446,2.1913
1903,2014-01-13,2.1795,91.8,4.5,0.07902777777777778,7.75,87.821,2.1838
1904,2014-01-10,2.165,92.72,4.5,-0.08333333333333333,7.75,86.883,2.1795
1905,2014-01-09,2.178,91.66,4.5,-0.03333333333333333,7.75,85.959,2.165
1906,2014-01-08,2.1856,92.33,4.5,0.0,7.75,86.129,2.178
1907,2014-01-07,2.1678,93.67,4.5,-0.16666666666666666,7.75,85.846,2.1856
1908,2014-01-06,2.1715,93.43,4.5,0.075,7.75,86.392,2.1678
1909,2014-01-03,2.1785,93.96,4.5,0.09640151515151514,7.75,86.573,2.1715
1910,2014-01-02,2.1713,95.44,4.5,-0.065,7.75,85.446,2.1785
1911,2014-01-01,2.1483,98.7,4.5,0.0,7.75,,2.1713
1912,2013-12-31,2.1458,98.42,4.5,0.002674897119341564,7.4,83.374,2.1483
1913,2013-12-30,2.1231,99.29,4.5,-0.022048611111111116,7.4,81.708,2.1458
1914,2013-12-27,2.1513,100.32,4.5,-0.014686239686239687,7.4,84.02,2.1231
1915,2013-12-26,2.1271,99.55,4.5,-0.005206149545772186,7.4,82.826,2.1513
1916,2013-12-25,2.0956,,4.5,0.002915056606331774,7.4,81.218,2.1271
1917,2013-12-24,2.0775,99.22,4.5,0.04166666666666666,7.4,80.471,2.0956
1918,2013-12-23,2.0977,98.91,4.5,0.14895833333333333,7.4,80.902,2.0775
1919,2013-12-20,2.0918,99.32,4.5,-0.015625,7.4,80.906,2.0977
1920,2013-12-19,2.0728,98.77,4.5,-0.032954545454545466,7.4,79.183,2.0918
1921,2013-12-18,2.0578,97.8,4.5,-0.08874999999999998,7.4,80.629,2.0728
1922,2013-12-17,2.036,97.22,4.5,0.22142857142857145,7.4,80.656,2.0578
1923,2013-12-16,2.0274,97.48,4.5,0.022727272727272724,7.4,80.904,2.036
1924,2013-12-13,2.0404,96.6,4.5,-0.04444444444444445,7.4,81.203,2.0274
1925,2013-12-12,2.0433,97.5,4.5,0.0,7.4,80.514,2.0404
1926,2013-12-11,2.0429,97.44,4.5,-0.08368421052631578,7.4,82.236,2.0433
1927,2013-12-10,2.0278,98.51,4.5,0.0,7.4,82.255,2.0429
1928,2013-12-09,2.0324,97.34,4.5,-0.05208333333333333,7.4,81.03,2.0278
1929,2013-12-06,2.0252,97.65,4.5,0.0,7.4,80.078,2.0324
1930,2013-12-05,2.0368,97.38,4.5,0.029166666666666667,7.4,80.242,2.0252
1931,2013-12-04,2.0486,97.2,4.5,-0.06160714285714285,7.4,81.901,2.0368
1932,2013-12-03,2.0434,96.04,4.5,0.0,7.4,80.455,2.0486
1933,2013-12-02,2.0389,93.82,4.5,0.13492063492063494,7.4,79.932,2.0434
1934,2013-11-29,2.0198,92.72,4.5,-0.008333333333333333,7.32,81.381,2.0389
1935,2013-11-28,2.0147,92.28,4.5,0.125,7.32,80.509,2.0198
1936,2013-11-27,2.0254,92.3,4.5,0.3800000000000001,7.32,80.61,2.0147
1937,2013-11-26,2.0136,93.68,4.5,0.10888888888888887,7.32,80.355,2.0254
1938,2013-11-25,2.0078,94.09,4.5,0.0,7.32,80.81,2.0136
1939,2013-11-22,2.0057,94.84,4.5,0.2,7.32,80.19,2.0078
1940,2013-11-21,2.0168,95.44,4.5,0.055625,7.32,80.518,2.0057
1941,2013-11-20,2.0154,93.33,4.5,0.0,7.32,80.57,2.0168
1942,2013-11-19,2.0112,93.34,4.5,-0.1,7.32,82.476,2.0154
1943,2013-11-18,2.0219,93.03,4.5,0.21,7.32,82.964,2.0112
1944,2013-11-15,2.0293,93.84,4.5,0.15101190476190476,7.32,84.224,2.0219
1945,2013-11-14,2.0333,93.76,4.5,0.08333333333333334,7.32,84.171,2.0293
1946,2013-11-13,2.0442,93.88,4.5,0.3107142857142857,7.32,84.247,2.0333
1947,2013-11-12,2.0545,93.04,4.5,0.0,7.32,83.634,2.0442
1948,2013-11-11,2.0433,95.14,4.5,0.2,7.32,84.219,2.0545
1949,2013-11-08,2.039,94.6,4.5,0.00875,7.32,84.426,2.0433
1950,2013-11-07,2.0352,94.2,4.5,0.0,7.32,85.456,2.039
1951,2013-11-06,2.0356,94.8,4.5,0.125,7.32,86.191,2.0352
1952,2013-11-05,2.0298,93.37,4.5,0.5,7.32,85.626,2.0356
1953,2013-11-04,2.0162,94.62,4.5,-0.08333333333333333,7.32,85.2,2.0298
1954,2013-11-01,2.017,94.61,4.5,0.25,7.32,85.37,2.0162
1955,2013-10-31,1.996,96.38,4.5,0.2,7.71,84.936,2.017
1956,2013-10-30,1.9947,96.77,4.5,0.2,7.71,86.098,1.996
1957,2013-10-29,1.9914,98.2,4.5,0.1,7.71,86.103,1.9947
1958,2013-10-28,1.9841,98.68,4.5,0.0,7.71,86.301,1.9914
1959,2013-10-25,1.9835,97.85,4.5,0.125,7.71,86.173,1.9841
1960,2013-10-24,1.9796,97.11,4.5,0.2,7.71,85.752,1.9835
1961,2013-10-23,1.9758,96.86,4.5,0.35000000000000003,7.71,84.657,1.9796
1962,2013-10-22,1.9685,97.8,4.5,-0.30517578125,7.71,84.778,1.9758
1963,2013-10-21,1.9812,99.22,4.5,0.0,7.71,83.8,1.9685
1964,2013-10-18,1.9686,100.81,4.5,0.0,7.71,83.322,1.9812
1965,2013-10-17,1.9659,100.67,4.5,0.16666666666666666,7.71,83.444,1.9686
1966,2013-10-16,1.9728,102.29,4.5,0.0,7.71,81.295,1.9659
1967,2013-10-15,1.9882,101.21,4.5,0.0,7.71,81.818,1.9728
1968,2013-10-14,1.9818,102.41,4.5,-0.006666666666666665,7.71,81.0,1.9882
1969,2013-10-11,1.9823,102.02,4.5,0.0,7.71,81.032,1.9818
1970,2013-10-10,1.9745,103.01,4.5,-0.0625,7.71,81.781,1.9823
1971,2013-10-09,1.982,101.61,4.5,0.19642857142857145,7.71,83.305,1.9745
1972,2013-10-08,1.9889,103.49,4.5,0.1976190476190476,7.71,84.385,1.982
1973,2013-10-07,1.9937,103.03,4.5,0.09523809523809523,7.71,84.742,1.9889
1974,2013-10-04,1.9871,103.84,4.5,-0.1142857142857143,7.71,83.756,1.9937
1975,2013-10-03,2.0029,103.31,4.5,0.06458333333333333,7.71,84.82,1.9871
1976,2013-10-02,1.9939,104.1,4.5,0.0,7.71,84.394,2.0029
1977,2013-10-01,2.0094,102.04,4.5,0.35,7.71,83.199,1.9939
1978,2013-09-30,2.0186,102.33,4.5,0.09696969696969696,7.88,86.184,2.0094
1979,2013-09-27,2.0309,102.87,4.5,0.0,7.88,87.28,2.0186
1980,2013-09-26,2.0228,103.03,4.5,0.0,7.88,86.13,2.0309
1981,2013-09-25,2.016,102.66,4.5,-0.025,7.88,86.468,2.0228
1982,2013-09-24,1.9989,103.13,4.5,0.11293706293706295,7.88,84.981,2.016
1983,2013-09-23,1.9853,103.59,4.5,0.07172619047619047,7.88,84.215,1.9989
1984,2013-09-20,1.9799,104.68,4.5,-0.05,7.88,84.476,1.9853
1985,2013-09-19,1.9605,106.39,4.5,0.013690476190476187,7.88,86.085,1.9799
1986,2013-09-18,1.9501,108.07,4.5,0.1846153846153846,7.88,85.514,1.9605
