,Unnamed: 0,Tarih,Açılış
1881,,2016-01-15,104.781
1880,,2016-01-17,106.999
1879,,2016-01-18,106.89200000000001
1878,,2016-01-19,106.287
1877,,2016-01-20,106.274
1876,,2016-01-21,107.494
1875,,2016-01-22,106.82
1874,,2016-01-24,105.965
1873,,2016-01-25,106.095
1872,,2016-01-26,107.71799999999999
1871,,2016-01-27,108.292
1870,,2016-01-28,108.57
1869,,2016-01-29,106.45200000000001
1868,,2016-01-31,106.124
1866,,2016-02-02,106.928
1841,,2016-02-03,116.354
1790,,2016-02-05,116.35600000000001
1763,,2016-02-06,114.82
1711,,2016-02-08,130.059
1684,,2016-02-09,125.196
1659,,2016-02-10,127.14299999999999
1632,,2016-02-11,128.96200000000002
1606,,2016-02-12,132.077
1856,,2016-02-14,116.39299999999999
1855,,2016-02-15,116.463
1854,,2016-02-16,114.565
1853,,2016-02-17,115.195
1852,,2016-02-18,114.74
1851,,2016-02-19,117.469
1850,,2016-02-21,116.404
1849,,2016-02-22,116.34200000000001
1848,,2016-02-23,114.179
1847,,2016-02-24,116.413
1846,,2016-02-25,115.596
1845,,2016-02-26,116.175
1844,,2016-02-28,117.102
1843,,2016-02-29,117.421
1892,,2016-03-01,99.98
1865,,2016-03-02,107.095
1840,,2016-03-03,116.734
1815,,2016-03-04,110.896
1789,,2016-03-05,116.323
1762,,2016-03-06,114.542
1737,,2016-03-07,124.905
1710,,2016-03-08,131.205
1658,,2016-03-10,126.98899999999999
1631,,2016-03-11,129.97799999999998
1832,,2016-03-13,115.757
1831,,2016-03-14,115.734
1830,,2016-03-15,114.126
1829,,2016-03-16,114.885
1828,,2016-03-17,116.20200000000001
1827,,2016-03-18,115.176
1826,,2016-03-20,115.64
1825,,2016-03-21,115.695
1824,,2016-03-22,114.516
1823,,2016-03-23,115.103
1822,,2016-03-24,113.068
1821,,2016-03-27,112.271
1820,,2016-03-28,112.262
1819,,2016-03-29,112.785
1818,,2016-03-30,113.21
1817,,2016-03-31,111.844
1891,,2016-04-01,99.833
1864,,2016-04-02,107.051
1839,,2016-04-03,117.93299999999999
1814,,2016-04-04,110.84200000000001
1788,,2016-04-05,117.759
1736,,2016-04-07,125.304
1709,,2016-04-08,131.415
1683,,2016-04-09,125.713
1657,,2016-04-10,127.4
1630,,2016-04-11,130.46200000000002
1605,,2016-04-12,134.56
1806,,2016-04-13,114.34100000000001
1805,,2016-04-14,113.541
1804,,2016-04-15,112.698
1803,,2016-04-17,113.514
1802,,2016-04-18,113.569
1801,,2016-04-19,112.271
1800,,2016-04-20,113.76899999999999
1799,,2016-04-21,112.626
1798,,2016-04-22,113.756
1797,,2016-04-24,112.896
1796,,2016-04-25,112.92200000000001
1795,,2016-04-26,113.229
1794,,2016-04-27,112.777
1793,,2016-04-28,112.94200000000001
1792,,2016-04-29,114.48200000000001
1890,,2016-05-01,102.321
1863,,2016-05-02,108.262
1813,,2016-05-04,109.884
1787,,2016-05-05,121.90799999999999
1761,,2016-05-06,116.419
1735,,2016-05-07,126.125
1708,,2016-05-08,131.72799999999998
1682,,2016-05-09,125.52600000000001
1656,,2016-05-10,124.79799999999999
1604,,2016-05-12,134.543
1780,,2016-05-13,120.67200000000001
1779,,2016-05-15,121.68700000000001
1778,,2016-05-16,121.76799999999999
1777,,2016-05-17,121.971
1776,,2016-05-18,122.10600000000001
1775,,2016-05-19,121.115
1774,,2016-05-20,120.76700000000001
1773,,2016-05-22,119.755
1772,,2016-05-23,119.85700000000001
1771,,2016-05-24,120.339
1770,,2016-05-25,116.176
1769,,2016-05-26,115.75
1768,,2016-05-27,115.439
1767,,2016-05-29,115.29899999999999
1766,,2016-05-30,114.991
1765,,2016-05-31,114.971
1889,,2016-06-01,103.50399999999999
1838,,2016-06-03,117.917
1812,,2016-06-04,112.07600000000001
1786,,2016-06-05,120.28200000000001
1760,,2016-06-06,116.727
1734,,2016-06-07,128.269
1681,,2016-06-09,125.745
1655,,2016-06-10,124.59700000000001
1629,,2016-06-11,131.05
1603,,2016-06-12,132.585
1754,,2016-06-13,120.406
1753,,2016-06-14,120.531
1752,,2016-06-15,121.249
1751,,2016-06-16,121.57799999999999
1750,,2016-06-17,120.756
1749,,2016-06-19,120.77
1748,,2016-06-20,120.76700000000001
1747,,2016-06-21,120.225
1746,,2016-06-22,118.84299999999999
1745,,2016-06-23,117.32799999999999
1744,,2016-06-24,116.919
1743,,2016-06-26,125.309
1742,,2016-06-27,126.094
1741,,2016-06-28,125.101
1740,,2016-06-29,122.816
1739,,2016-06-30,122.325
1888,,2016-07-01,105.524
1862,,2016-07-02,109.904
1837,,2016-07-03,118.079
1811,,2016-07-04,111.885
1759,,2016-07-06,116.34700000000001
1733,,2016-07-07,129.10299999999998
1707,,2016-07-08,128.645
1680,,2016-07-09,126.81200000000001
1654,,2016-07-10,122.839
1628,,2016-07-11,130.68
1602,,2016-07-12,129.56
1728,,2016-07-13,123.883
1727,,2016-07-14,125.50399999999999
1726,,2016-07-15,123.85700000000001
1725,,2016-07-17,126.852
1724,,2016-07-18,127.156
1723,,2016-07-19,127.382
1722,,2016-07-20,130.513
1721,,2016-07-21,130.351
1720,,2016-07-22,131.399
1719,,2016-07-24,130.566
1718,,2016-07-25,130.125
1717,,2016-07-26,128.51
1716,,2016-07-27,128.99
1715,,2016-07-28,129.904
1714,,2016-07-29,129.471
1713,,2016-07-31,129.72299999999998
1887,,2016-08-01,107.05
1861,,2016-08-02,109.31200000000001
1836,,2016-08-03,118.927
1810,,2016-08-04,114.07700000000001
1785,,2016-08-05,120.916
1758,,2016-08-06,115.875
1732,,2016-08-07,128.517
1706,,2016-08-08,128.485
1679,,2016-08-09,126.88600000000001
1627,,2016-08-11,130.666
1601,,2016-08-12,128.061
1701,,2016-08-14,127.124
1700,,2016-08-15,127.413
1699,,2016-08-16,126.889
1698,,2016-08-17,126.93799999999999
1697,,2016-08-18,126.936
1696,,2016-08-19,127.111
1695,,2016-08-21,126.042
1694,,2016-08-22,126.178
1693,,2016-08-23,126.51799999999999
1692,,2016-08-24,126.884
1691,,2016-08-25,125.829
1690,,2016-08-26,124.762
1689,,2016-08-28,125.446
1688,,2016-08-29,125.48200000000001
1687,,2016-08-30,125.661
1686,,2016-08-31,125.054
1860,,2016-09-02,112.848
1835,,2016-09-03,118.322
1784,,2016-09-05,120.955
1757,,2016-09-06,117.60600000000001
1705,,2016-09-08,128.072
1678,,2016-09-09,127.031
1653,,2016-09-10,123.228
1626,,2016-09-11,129.523
1600,,2016-09-12,129.947
1675,,2016-09-13,127.059
1674,,2016-09-14,126.736
1673,,2016-09-15,126.764
1672,,2016-09-16,125.666
1671,,2016-09-18,125.646
1670,,2016-09-19,125.575
1669,,2016-09-20,125.73899999999999
1668,,2016-09-21,125.98100000000001
1667,,2016-09-22,126.70100000000001
1666,,2016-09-23,126.51700000000001
1665,,2016-09-25,128.614
1664,,2016-09-26,128.621
1663,,2016-09-27,128.204
1662,,2016-09-28,126.87700000000001
1661,,2016-09-29,126.774
1660,,2016-09-30,127.45700000000001
1886,,2016-10-01,108.206
1859,,2016-10-02,112.43799999999999
1834,,2016-10-03,116.645
1809,,2016-10-04,114.07600000000001
1783,,2016-10-05,119.508
1756,,2016-10-06,117.851
1731,,2016-10-07,127.244
1704,,2016-10-08,128.099
1652,,2016-10-10,123.573
1625,,2016-10-11,131.731
1649,,2016-10-13,124.431
1648,,2016-10-14,124.68
1647,,2016-10-16,124.23899999999999
1646,,2016-10-17,124.63
1645,,2016-10-18,125.02600000000001
1644,,2016-10-19,125.765
1643,,2016-10-20,124.963
1642,,2016-10-21,124.486
1641,,2016-10-23,125.67299999999999
1640,,2016-10-24,125.471
1639,,2016-10-25,125.22200000000001
1638,,2016-10-26,125.852
1637,,2016-10-27,125.50200000000001
1636,,2016-10-28,127.042
1635,,2016-10-30,128.002
1634,,2016-10-31,127.87700000000001
1885,,2016-11-01,108.074
1858,,2016-11-02,112.553
1833,,2016-11-03,118.21600000000001
1808,,2016-11-04,114.09100000000001
1782,,2016-11-05,119.973
1730,,2016-11-07,127.507
1703,,2016-11-08,128.13299999999998
1677,,2016-11-09,126.91799999999999
1651,,2016-11-10,124.274
1624,,2016-11-11,131.732
1599,,2016-11-12,130.058
1623,,2016-11-13,128.287
1622,,2016-11-14,128.269
1621,,2016-11-15,129.476
1620,,2016-11-16,129.74
1619,,2016-11-17,130.957
1618,,2016-11-18,131.862
1617,,2016-11-20,131.067
1616,,2016-11-21,131.099
1615,,2016-11-22,131.296
1614,,2016-11-23,131.938
1613,,2016-11-24,129.942
1612,,2016-11-25,132.129
1611,,2016-11-27,131.39700000000002
1610,,2016-11-28,131.71200000000002
1609,,2016-11-29,131.053
1608,,2016-11-30,130.364
1884,,2016-12-01,107.052
1857,,2016-12-02,116.978
1807,,2016-12-04,114.41799999999999
1781,,2016-12-05,121.331
1755,,2016-12-06,120.181
1729,,2016-12-07,126.493
1702,,2016-12-08,127.463
1676,,2016-12-09,126.931
1650,,2016-12-10,124.351
1598,,2016-12-12,130.81
1597,,2016-12-13,129.89
1596,,2016-12-14,130.028
1595,,2016-12-15,129.974
1594,,2016-12-16,127.279
1593,,2016-12-18,127.695
1592,,2016-12-19,127.79299999999999
1591,,2016-12-20,129.373
1590,,2016-12-21,128.22799999999998
1589,,2016-12-22,127.647
1588,,2016-12-23,127.404
1587,,2016-12-26,128.129
1586,,2016-12-27,127.988
1585,,2016-12-28,129.049
1584,,2016-12-29,129.959
1583,,2016-12-30,131.245
1556,,2017-01-02,147.012
1532,,2017-01-03,145.993
1481,,2017-01-05,145.139
1454,,2017-01-06,143.975
1402,,2017-01-08,143.843
1375,,2017-01-09,146.683
1351,,2017-01-10,146.761
1324,,2017-01-11,154.65200000000002
1298,,2017-01-12,160.608
1572,,2017-01-13,144.763
1571,,2017-01-15,143.983
1570,,2017-01-16,144.688
1569,,2017-01-17,147.436
1568,,2017-01-18,146.995
1567,,2017-01-19,147.264
1566,,2017-01-20,148.197
1565,,2017-01-22,146.83
1564,,2017-01-23,147.392
1563,,2017-01-24,147.005
1562,,2017-01-25,147.125
1561,,2017-01-26,148.005
1560,,2017-01-27,147.526
1559,,2017-01-29,148.817
1558,,2017-01-30,148.559
1557,,2017-01-31,145.384
1582,,2017-02-01,131.358
1555,,2017-02-02,146.764
1531,,2017-02-03,146.439
1505,,2017-02-04,145.817
1480,,2017-02-05,143.611
1453,,2017-02-06,143.57299999999998
1428,,2017-02-07,140.645
1401,,2017-02-08,143.87
1350,,2017-02-10,146.519
1323,,2017-02-11,156.537
1546,,2017-02-13,146.10299999999998
1545,,2017-02-14,144.795
1544,,2017-02-15,144.295
1543,,2017-02-16,145.02200000000002
1542,,2017-02-17,146.012
1541,,2017-02-19,144.548
1540,,2017-02-20,144.339
1539,,2017-02-21,144.189
1538,,2017-02-22,144.015
1537,,2017-02-23,142.517
1536,,2017-02-24,143.379
1535,,2017-02-26,145.61700000000002
1534,,2017-02-27,145.407
1533,,2017-02-28,145.398
1581,,2017-03-01,131.046
1554,,2017-03-02,146.041
1530,,2017-03-03,148.09
1504,,2017-03-04,145.85299999999998
1479,,2017-03-05,142.38299999999998
1427,,2017-03-07,140.537
1400,,2017-03-08,144.30200000000002
1374,,2017-03-09,147.363
1349,,2017-03-10,145.908
1322,,2017-03-11,156.112
1297,,2017-03-12,160.796
1522,,2017-03-13,145.078
1521,,2017-03-14,144.67600000000002
1520,,2017-03-15,144.411
1519,,2017-03-16,144.222
1518,,2017-03-17,143.095
1517,,2017-03-19,143.491
1516,,2017-03-20,143.716
1515,,2017-03-21,143.884
1514,,2017-03-22,145.572
1513,,2017-03-23,144.868
1512,,2017-03-24,145.543
1511,,2017-03-26,144.681
1510,,2017-03-27,145.09
1509,,2017-03-28,145.685
1508,,2017-03-29,147.05200000000002
1507,,2017-03-30,146.796
1506,,2017-03-31,146.167
1580,,2017-04-01,133.667
1503,,2017-04-04,147.175
1478,,2017-04-05,140.759
1452,,2017-04-06,144.262
1426,,2017-04-07,139.86700000000002
1399,,2017-04-08,144.50799999999998
1373,,2017-04-09,147.41299999999998
1348,,2017-04-10,146.232
1296,,2017-04-12,160.839
1495,,2017-04-13,151.013
1494,,2017-04-16,151.016
1493,,2017-04-17,151.375
1492,,2017-04-18,152.748
1491,,2017-04-19,151.615
1490,,2017-04-20,151.154
1489,,2017-04-21,150.006
1488,,2017-04-23,147.678
1487,,2017-04-24,148.042
1486,,2017-04-25,146.929
1485,,2017-04-26,145.501
1484,,2017-04-27,145.599
1483,,2017-04-28,144.857
1482,,2017-04-30,144.952
1579,,2017-05-01,133.87
1553,,2017-05-02,145.453
1529,,2017-05-03,147.247
1502,,2017-05-04,148.49200000000002
1477,,2017-05-05,141.512
1451,,2017-05-06,144.312
1425,,2017-05-07,140.344
1372,,2017-05-09,147.069
1347,,2017-05-10,146.41299999999998
1321,,2017-05-11,158.76
1295,,2017-05-12,159.099
1470,,2017-05-14,141.325
1469,,2017-05-15,141.291
1468,,2017-05-16,140.468
1467,,2017-05-17,141.636
1466,,2017-05-18,145.329
1465,,2017-05-19,145.49
1464,,2017-05-21,145.056
1463,,2017-05-22,144.749
1462,,2017-05-23,144.825
1461,,2017-05-24,143.846
1460,,2017-05-25,143.934
1459,,2017-05-26,144.005
1458,,2017-05-28,145.735
1457,,2017-05-29,145.921
1456,,2017-05-30,145.82299999999998
1455,,2017-05-31,144.235
1578,,2017-06-01,136.454
1552,,2017-06-02,145.468
1528,,2017-06-03,147.674
1501,,2017-06-04,149.959
1450,,2017-06-06,145.097
1424,,2017-06-07,142.32
1398,,2017-06-08,143.037
1371,,2017-06-09,148.332
1346,,2017-06-10,146.394
1320,,2017-06-11,158.624
1294,,2017-06-12,156.415
1444,,2017-06-13,143.064
1443,,2017-06-14,143.392
1442,,2017-06-15,141.72
1441,,2017-06-16,141.76
1440,,2017-06-18,141.114
1439,,2017-06-19,141.252
1438,,2017-06-20,140.91
1437,,2017-06-21,141.908
1436,,2017-06-22,141.803
1435,,2017-06-23,141.38299999999998
1434,,2017-06-25,141.767
1433,,2017-06-26,141.769
1432,,2017-06-27,139.957
1431,,2017-06-28,141.577
1430,,2017-06-29,141.16299999999998
1429,,2017-06-30,141.273
1551,,2017-07-02,146.279
1527,,2017-07-03,146.466
1500,,2017-07-04,149.24200000000002
1476,,2017-07-05,139.608
1449,,2017-07-06,146.19
1423,,2017-07-07,142.425
1397,,2017-07-08,142.812
1370,,2017-07-09,146.995
1319,,2017-07-11,157.595
1293,,2017-07-12,156.51
1418,,2017-07-13,139.963
1417,,2017-07-14,139.64600000000002
1416,,2017-07-16,139.578
1415,,2017-07-17,139.83700000000002
1414,,2017-07-18,139.947
1413,,2017-07-19,140.861
1412,,2017-07-20,140.619
1411,,2017-07-21,141.116
1410,,2017-07-23,142.686
1409,,2017-07-24,142.68
1408,,2017-07-25,143.339
1407,,2017-07-26,143.218
1406,,2017-07-27,143.219
1405,,2017-07-28,143.314
1404,,2017-07-30,144.47799999999998
1403,,2017-07-31,144.30700000000002
1577,,2017-08-01,137.42700000000002
1550,,2017-08-02,148.278
1526,,2017-08-03,143.899
1475,,2017-08-05,140.588
1448,,2017-08-06,146.68
1396,,2017-08-08,142.74
1369,,2017-08-09,147.708
1345,,2017-08-10,151.069
1318,,2017-08-11,159.596
1292,,2017-08-12,154.955
1392,,2017-08-13,146.586
1391,,2017-08-14,146.53
1390,,2017-08-15,145.035
1389,,2017-08-16,144.761
1388,,2017-08-17,145.092
1387,,2017-08-18,146.216
1386,,2017-08-20,145.099
1385,,2017-08-21,145.17
1384,,2017-08-22,145.24200000000002
1383,,2017-08-23,144.286
1382,,2017-08-24,144.519
1381,,2017-08-25,144.196
1380,,2017-08-27,143.053
1379,,2017-08-28,143.159
1378,,2017-08-29,146.47799999999998
1377,,2017-08-30,145.156
1376,,2017-08-31,145.261
1576,,2017-09-01,137.526
1549,,2017-09-02,147.958
1525,,2017-09-03,145.553
1499,,2017-09-04,150.476
1474,,2017-09-05,141.556
1447,,2017-09-06,145.35299999999998
1422,,2017-09-07,141.27100000000002
1395,,2017-09-08,143.273
1344,,2017-09-10,152.463
1317,,2017-09-11,159.335
1365,,2017-09-13,146.965
1364,,2017-09-14,147.114
1363,,2017-09-15,147.282
1362,,2017-09-18,145.903
1361,,2017-09-19,146.84
1360,,2017-09-20,147.03
1359,,2017-09-21,146.41299999999998
1358,,2017-09-22,145.66
1357,,2017-09-24,146.127
1356,,2017-09-25,145.439
1355,,2017-09-26,149.118
1354,,2017-09-27,147.351
1353,,2017-09-28,147.719
1352,,2017-09-29,147.3
1575,,2017-10-01,141.19899999999998
1548,,2017-10-02,145.28799999999998
1524,,2017-10-03,145.588
1498,,2017-10-04,150.46
1473,,2017-10-05,142.555
1421,,2017-10-07,141.282
1394,,2017-10-08,145.168
1368,,2017-10-09,146.378
1343,,2017-10-10,152.93200000000002
1316,,2017-10-11,159.828
1291,,2017-10-12,153.99200000000002
1340,,2017-10-13,152.203
1339,,2017-10-15,152.66899999999998
1338,,2017-10-16,152.189
1337,,2017-10-17,151.82399999999998
1336,,2017-10-18,151.601
1335,,2017-10-19,151.283
1334,,2017-10-20,151.536
1333,,2017-10-22,151.70600000000002
1332,,2017-10-23,151.141
1331,,2017-10-24,153.139
1330,,2017-10-25,153.30200000000002
1329,,2017-10-26,154.61
1328,,2017-10-27,155.606
1327,,2017-10-29,154.784
1326,,2017-10-30,154.972
1325,,2017-10-31,155.19
1574,,2017-11-01,144.882
1497,,2017-11-04,150.609
1472,,2017-11-05,140.377
1446,,2017-11-06,143.983
1420,,2017-11-07,140.815
1393,,2017-11-08,146.565
1367,,2017-11-09,146.655
1342,,2017-11-10,153.74200000000002
1290,,2017-11-12,154.056
1314,,2017-11-13,158.391
1313,,2017-11-14,158.982
1312,,2017-11-15,160.185
1311,,2017-11-16,159.73
1310,,2017-11-17,158.942
1309,,2017-11-19,160.569
1308,,2017-11-20,160.924
1307,,2017-11-21,161.684
1306,,2017-11-22,163.241
1305,,2017-11-23,162.649
1304,,2017-11-24,162.847
1303,,2017-11-26,163.595
1302,,2017-11-27,163.611
1301,,2017-11-28,162.599
1300,,2017-11-29,165.00099999999998
1299,,2017-11-30,163.39600000000002
1573,,2017-12-01,148.681
1547,,2017-12-02,146.236
1523,,2017-12-03,145.284
1496,,2017-12-04,151.672
1471,,2017-12-05,140.916
1445,,2017-12-06,144.329
1419,,2017-12-07,141.596
1366,,2017-12-09,145.623
1341,,2017-12-10,151.467
1315,,2017-12-11,158.407
1289,,2017-12-12,153.174
1288,,2017-12-13,153.797
1287,,2017-12-14,153.783
1286,,2017-12-15,156.566
1285,,2017-12-17,156.06
1284,,2017-12-18,155.44799999999998
1283,,2017-12-19,155.347
1282,,2017-12-20,155.659
1281,,2017-12-21,155.715
1280,,2017-12-22,155.649
1279,,2017-12-25,155.928
1278,,2017-12-26,155.882
1277,,2017-12-27,156.989
1276,,2017-12-28,157.955
1275,,2017-12-29,157.18
1248,,2018-01-02,162.524
1224,,2018-01-03,161.058
1199,,2018-01-04,168.65400000000002
1173,,2018-01-05,171.632
1146,,2018-01-06,189.282
1121,,2018-01-07,185.269
1094,,2018-01-08,193.58
1042,,2018-01-10,231.43099999999998
1015,,2018-01-11,218.34400000000002
1264,,2018-01-14,161.459
1263,,2018-01-15,161.412
1262,,2018-01-16,163.979
1261,,2018-01-17,163.805
1260,,2018-01-18,163.094
1259,,2018-01-19,161.025
1258,,2018-01-21,164.28900000000002
1257,,2018-01-22,164.382
1256,,2018-01-23,161.906
1255,,2018-01-24,162.58
1254,,2018-01-25,163.55100000000002
1253,,2018-01-26,162.832
1252,,2018-01-28,162.851
1251,,2018-01-29,162.957
1250,,2018-01-30,163.311
1249,,2018-01-31,162.632
1274,,2018-02-01,159.252
1247,,2018-02-02,161.92
1223,,2018-02-03,161.293
1198,,2018-02-04,168.732
1172,,2018-02-05,172.485
1120,,2018-02-07,185.207
1093,,2018-02-08,195.149
1067,,2018-02-09,253.96200000000002
1041,,2018-02-10,227.067
1014,,2018-02-11,218.99599999999998
989,,2018-02-12,203.577
1238,,2018-02-13,161.546
1237,,2018-02-14,163.076
1236,,2018-02-15,164.567
1235,,2018-02-16,163.935
1234,,2018-02-18,162.376
1233,,2018-02-19,162.409
1232,,2018-02-20,162.619
1231,,2018-02-21,162.458
1230,,2018-02-22,161.805
1229,,2018-02-23,161.863
1228,,2018-02-25,161.795
1227,,2018-02-26,161.689
1226,,2018-02-27,162.167
1225,,2018-02-28,161.641
1273,,2018-03-01,159.877
1197,,2018-03-04,171.683
1171,,2018-03-05,175.67
1145,,2018-03-06,193.419
1119,,2018-03-07,184.206
1092,,2018-03-08,197.84599999999998
1066,,2018-03-09,253.822
1040,,2018-03-10,232.255
988,,2018-03-12,204.08
1214,,2018-03-13,163.77
1213,,2018-03-14,165.05
1212,,2018-03-15,165.37900000000002
1211,,2018-03-16,164.799
1210,,2018-03-18,165.38
1209,,2018-03-19,165.61900000000003
1208,,2018-03-20,167.03
1207,,2018-03-21,165.65099999999998
1206,,2018-03-22,167.437
1205,,2018-03-23,170.418
1204,,2018-03-25,172.204
1203,,2018-03-26,172.66299999999998
1202,,2018-03-27,172.514
1201,,2018-03-28,172.21
1200,,2018-03-29,171.18
1272,,2018-04-01,159.417
1246,,2018-04-02,161.643
1222,,2018-04-03,162.1
1196,,2018-04-04,171.09
1170,,2018-04-05,178.31099999999998
1144,,2018-04-06,193.138
1118,,2018-04-07,188.636
1065,,2018-04-09,256.235
1039,,2018-04-10,233.36599999999999
1013,,2018-04-11,215.33900000000003
987,,2018-04-12,207.98
1188,,2018-04-13,176.993
1187,,2018-04-15,177.334
1186,,2018-04-16,176.87
1185,,2018-04-17,177.56599999999997
1184,,2018-04-18,177.21400000000003
1183,,2018-04-19,174.521
1182,,2018-04-20,174.94
1181,,2018-04-22,175.207
1180,,2018-04-23,174.83900000000003
1179,,2018-04-24,174.986
1178,,2018-04-25,175.045
1177,,2018-04-26,173.584
1176,,2018-04-27,172.472
1175,,2018-04-29,172.40200000000002
1174,,2018-04-30,172.52200000000002
1271,,2018-05-01,159.314
1245,,2018-05-02,161.683
1221,,2018-05-03,162.149
1195,,2018-05-04,171.507
1143,,2018-05-06,190.412
1117,,2018-05-07,188.96900000000002
1091,,2018-05-08,198.90200000000002
1064,,2018-05-09,255.69799999999998
1038,,2018-05-10,238.424
1012,,2018-05-11,215.50400000000002
986,,2018-05-12,214.628
1163,,2018-05-13,183.218
1162,,2018-05-14,183.041
1161,,2018-05-15,183.975
1160,,2018-05-16,185.173
1159,,2018-05-17,184.003
1158,,2018-05-18,184.983
1157,,2018-05-20,186.825
1156,,2018-05-21,186.792
1155,,2018-05-22,190.646
1154,,2018-05-23,196.954
1153,,2018-05-24,190.55
1152,,2018-05-25,199.498
1151,,2018-05-27,196.40599999999998
1150,,2018-05-28,196.47799999999998
1149,,2018-05-29,191.292
1148,,2018-05-30,191.06900000000002
1147,,2018-05-31,187.16099999999997
1244,,2018-06-02,163.22799999999998
1220,,2018-06-03,161.836
1194,,2018-06-04,173.324
1169,,2018-06-05,179.299
1142,,2018-06-06,191.521
1116,,2018-06-07,186.317
1090,,2018-06-08,199.209
1063,,2018-06-09,253.11900000000003
1011,,2018-06-11,210.65099999999998
985,,2018-06-12,212.15200000000002
1136,,2018-06-13,191.107
1135,,2018-06-14,194.78599999999997
1134,,2018-06-15,198.521
1133,,2018-06-17,195.315
1132,,2018-06-18,195.287
1131,,2018-06-19,193.965
1130,,2018-06-20,194.36700000000002
1129,,2018-06-21,193.688
1128,,2018-06-22,193.118
1127,,2018-06-24,188.47400000000002
1126,,2018-06-25,188.481
1125,,2018-06-26,190.825
1124,,2018-06-27,186.675
1123,,2018-06-28,186.19799999999998
1122,,2018-06-29,184.365
1270,,2018-07-01,158.666
1243,,2018-07-02,160.592
1219,,2018-07-03,163.579
1168,,2018-07-05,179.345
1141,,2018-07-06,190.226
1089,,2018-07-08,204.49099999999999
1062,,2018-07-09,254.55700000000002
1037,,2018-07-10,238.68200000000002
1010,,2018-07-11,211.65599999999998
984,,2018-07-12,212.391
1110,,2018-07-13,195.019
1109,,2018-07-15,193.449
1108,,2018-07-16,193.80200000000002
1107,,2018-07-17,193.62599999999998
1106,,2018-07-18,189.50799999999998
1105,,2018-07-19,189.357
1104,,2018-07-20,189.187
1103,,2018-07-22,189.475
1102,,2018-07-23,189.477
1101,,2018-07-24,186.50400000000002
1100,,2018-07-25,192.26
1099,,2018-07-26,190.24099999999999
1098,,2018-07-27,191.709
1097,,2018-07-29,190.915
1096,,2018-07-30,190.908
1095,,2018-07-31,192.044
1269,,2018-08-01,158.433
1242,,2018-08-02,161.338
1218,,2018-08-03,162.143
1193,,2018-08-04,173.459
1167,,2018-08-05,180.46
1140,,2018-08-06,186.888
1115,,2018-08-07,184.722
1088,,2018-08-08,205.13299999999998
1036,,2018-08-10,238.56599999999997
1009,,2018-08-11,211.53799999999998
1084,,2018-08-13,263.04400000000004
1083,,2018-08-14,266.755
1082,,2018-08-15,244.77900000000002
1081,,2018-08-16,225.72
1080,,2018-08-17,220.953
1079,,2018-08-19,228.03599999999997
1078,,2018-08-20,228.64
1077,,2018-08-21,233.65900000000002
1076,,2018-08-22,233.324
1075,,2018-08-23,231.739
1074,,2018-08-24,232.077
1073,,2018-08-26,232.364
1072,,2018-08-27,232.511
1071,,2018-08-28,240.05599999999998
1070,,2018-08-29,242.24900000000002
1069,,2018-08-30,251.294
1068,,2018-08-31,259.827
1268,,2018-09-01,158.707
1241,,2018-09-02,162.541
1217,,2018-09-03,162.44799999999998
1192,,2018-09-04,173.45
1166,,2018-09-05,184.158
1114,,2018-09-07,184.988
1087,,2018-09-08,207.11599999999999
1061,,2018-09-09,246.28
1035,,2018-09-10,234.054
1008,,2018-09-11,214.80200000000002
983,,2018-09-12,213.42
1057,,2018-09-13,246.273
1056,,2018-09-14,236.862
1055,,2018-09-16,236.543
1054,,2018-09-17,236.426
1053,,2018-09-18,243.843
1052,,2018-09-19,246.888
1051,,2018-09-20,242.044
1050,,2018-09-21,241.563
1049,,2018-09-23,242.965
1048,,2018-09-24,242.953
1047,,2018-09-25,237.423
1046,,2018-09-26,239.208
1045,,2018-09-27,235.08700000000002
1044,,2018-09-28,228.63400000000001
1043,,2018-09-30,232.25400000000002
1267,,2018-10-01,158.85299999999998
1191,,2018-10-04,175.166
1165,,2018-10-05,180.93599999999998
1139,,2018-10-06,187.40400000000002
1113,,2018-10-07,190.843
1086,,2018-10-08,216.46900000000002
1060,,2018-10-09,247.06099999999998
1034,,2018-10-10,233.554
982,,2018-10-12,213.767
1031,,2018-10-14,230.484
1030,,2018-10-15,231.088
1029,,2018-10-16,227.97099999999998
1028,,2018-10-17,224.255
1027,,2018-10-18,219.92
1026,,2018-10-19,222.115
1025,,2018-10-21,222.922
1024,,2018-10-22,222.983
1023,,2018-10-23,222.707
1022,,2018-10-24,227.627
1021,,2018-10-25,226.608
1020,,2018-10-26,223.18400000000003
1019,,2018-10-28,222.02200000000002
1018,,2018-10-29,221.597
1017,,2018-10-30,219.861
1016,,2018-10-31,215.575
1266,,2018-11-01,160.963
1240,,2018-11-02,161.355
1216,,2018-11-03,162.34
1190,,2018-11-04,177.36700000000002
1164,,2018-11-05,180.02200000000002
1138,,2018-11-06,187.275
1112,,2018-11-07,190.41299999999998
1059,,2018-11-09,248.641
1033,,2018-11-10,233.412
1007,,2018-11-11,212.77900000000002
981,,2018-11-12,213.187
1005,,2018-11-13,211.55
1004,,2018-11-14,211.865
1003,,2018-11-15,212.729
1002,,2018-11-16,210.525
1001,,2018-11-18,210.247
1000,,2018-11-19,209.979
999,,2018-11-20,209.122
998,,2018-11-21,211.523
