,Unnamed: 0,Tarih,Şimdi
926,926,15.04.2018,176.859
927,927,13.04.2018,177.203
928,928,12.04.2018,177.032
929,929,11.04.2018,180.168
930,930,10.04.2018,177.347
931,931,09.04.2018,175.161
932,932,08.04.2018,173.438
933,933,06.04.2018,173.406
934,934,05.04.2018,173.305
935,935,04.04.2018,171.511
936,936,03.04.2018,171.09
937,937,02.04.2018,171.691
938,938,01.04.2018,168.725
939,939,29.03.2018,167.994
940,940,28.03.2018,171.184
941,941,27.03.2018,172.211
942,942,26.03.2018,172.545
943,943,25.03.2018,172.645
944,944,23.03.2018,172.61
945,945,22.03.2018,170.413
946,946,21.03.2018,167.446
947,947,20.03.2018,165.651
948,948,19.03.2018,167.034
949,949,18.03.2018,165.634
950,950,16.03.2018,165.583
951,951,15.03.2018,164.8
952,952,14.03.2018,165.392
953,953,13.03.2018,165.08
954,954,12.03.2018,163.78
955,955,11.03.2018,162.206
956,956,09.03.2018,162.159
957,957,08.03.2018,162.441
958,958,07.03.2018,162.144
959,959,06.03.2018,163.571
960,960,05.03.2018,161.839
961,961,04.03.2018,162.148
962,962,02.03.2018,161.952
963,963,01.03.2018,161.293
964,964,28.02.2018,161.045
965,965,27.02.2018,161.639
966,966,26.02.2018,162.188
967,967,25.02.2018,161.689
968,968,23.02.2018,161.927
969,969,22.02.2018,161.854
970,970,21.02.2018,161.793
971,971,20.02.2018,162.444
972,972,19.02.2018,162.593
973,973,18.02.2018,162.443
974,974,16.02.2018,162.338
975,975,15.02.2018,163.942
976,976,14.02.2018,164.565
977,977,13.02.2018,163.076
978,978,12.02.2018,161.536
979,979,11.02.2018,161.572
980,980,09.02.2018,161.613
981,981,08.02.2018,162.552
982,982,07.02.2018,161.359
983,983,06.02.2018,160.596
984,984,05.02.2018,163.245
985,985,04.02.2018,161.677
986,986,02.02.2018,161.553
987,987,01.02.2018,161.953
988,988,31.01.2018,162.522
989,989,30.01.2018,162.64
990,990,29.01.2018,163.325
991,991,28.01.2018,162.96
992,992,26.01.2018,162.744
993,993,25.01.2018,162.832
994,994,24.01.2018,163.548
995,995,23.01.2018,162.609
996,996,22.01.2018,161.922
997,997,21.01.2018,164.369
998,998,19.01.2018,163.006
999,999,18.01.2018,161.032
1000,1000,17.01.2018,163.081
1001,1001,16.01.2018,163.889
1002,1002,15.01.2018,163.978
1003,1003,14.01.2018,161.489
1004,1004,12.01.2018,161.236
1005,1005,11.01.2018,160.515
1006,1006,10.01.2018,160.962
1007,1007,09.01.2018,158.847
1008,1008,08.01.2018,158.705
1009,1009,07.01.2018,158.426
1010,1010,05.01.2018,158.396
1011,1011,04.01.2018,159.309
1012,1012,03.01.2018,159.415
1013,1013,02.01.2018,159.868
1014,1014,29.12.2017,159.207
1015,1015,28.12.2017,157.177
1016,1016,27.12.2017,157.955
1017,1017,26.12.2017,156.99
1018,1018,25.12.2017,155.901
1019,1019,22.12.2017,156.151
1020,1020,21.12.2017,155.672
1021,1021,20.12.2017,155.716
1022,1022,19.12.2017,155.663
1023,1023,18.12.2017,155.336
1024,1024,17.12.2017,155.448
1025,1025,15.12.2017,155.989
1026,1026,14.12.2017,156.574
1027,1027,13.12.2017,153.789
1028,1028,12.12.2017,153.797
1029,1029,11.12.2017,153.171
1030,1030,10.12.2017,154.057
1031,1031,08.12.2017,153.963
1032,1032,07.12.2017,154.953
1033,1033,06.12.2017,156.53
1034,1034,05.12.2017,156.417
1035,1035,04.12.2017,159.095
1036,1036,03.12.2017,160.825
1037,1037,01.12.2017,161.114
1038,1038,30.11.2017,160.609
1039,1039,29.11.2017,163.398
1040,1040,28.11.2017,164.993
1041,1041,27.11.2017,162.582
1042,1042,26.11.2017,163.613
1043,1043,24.11.2017,163.878
1044,1044,23.11.2017,162.858
1045,1045,22.11.2017,162.649
1046,1046,21.11.2017,163.245
1047,1047,20.11.2017,161.677
1048,1048,19.11.2017,160.924
1049,1049,17.11.2017,161.293
1050,1050,16.11.2017,158.942
1051,1051,15.11.2017,159.731
1052,1052,14.11.2017,160.167
1053,1053,13.11.2017,158.982
1054,1054,12.11.2017,158.394
1055,1055,10.11.2017,158.545
1056,1056,09.11.2017,159.823
1057,1057,08.11.2017,159.336
1058,1058,07.11.2017,159.626
1059,1059,06.11.2017,157.595
1060,1060,05.11.2017,158.624
1061,1061,03.11.2017,158.747
1062,1062,02.11.2017,156.118
1063,1063,01.11.2017,156.536
1064,1064,31.10.2017,154.733
1065,1065,30.10.2017,155.231
1066,1066,29.10.2017,154.944
1067,1067,27.10.2017,155.099
1068,1068,26.10.2017,155.621
1069,1069,25.10.2017,154.657
1070,1070,24.10.2017,153.359
1071,1071,23.10.2017,153.174
1072,1072,22.10.2017,151.197
1073,1073,20.10.2017,151.118
1074,1074,19.10.2017,151.509
1075,1075,18.10.2017,151.278
1076,1076,17.10.2017,151.599
1077,1077,16.10.2017,151.864
1078,1078,15.10.2017,152.198
1079,1079,13.10.2017,152.311
1080,1080,12.10.2017,152.207
1081,1081,11.10.2017,151.467
1082,1082,10.10.2017,153.766
1083,1083,09.10.2017,152.935
1084,1084,08.10.2017,152.401
1085,1085,06.10.2017,148.312
1086,1086,05.10.2017,146.398
1087,1087,04.10.2017,146.413
1088,1088,03.10.2017,146.232
1089,1089,02.10.2017,145.908
1090,1090,01.10.2017,146.519
1091,1091,29.09.2017,146.656
1092,1092,28.09.2017,147.3
1093,1093,27.09.2017,147.719
1094,1094,26.09.2017,147.351
1095,1095,25.09.2017,149.118
1096,1096,24.09.2017,145.438
1097,1097,22.09.2017,145.92
1098,1098,21.09.2017,145.66
1099,1099,20.09.2017,146.413
1100,1100,19.09.2017,147.03
1101,1101,18.09.2017,146.841
1102,1102,15.09.2017,145.979
1103,1103,14.09.2017,147.273
1104,1104,13.09.2017,147.117
1105,1105,12.09.2017,146.954
1106,1106,11.09.2017,145.626
1107,1107,10.09.2017,146.679
1108,1108,08.09.2017,147.703
1109,1109,07.09.2017,147.657
1110,1110,06.09.2017,146.991
1111,1111,05.09.2017,148.338
1112,1112,04.09.2017,147.069
1113,1113,03.09.2017,147.391
1114,1114,01.09.2017,146.017
1115,1115,31.08.2017,146.661
1116,1116,30.08.2017,145.253
1117,1117,29.08.2017,145.144
1118,1118,28.08.2017,146.479
1119,1119,27.08.2017,143.166
1120,1120,25.08.2017,142.738
1121,1121,24.08.2017,144.179
1122,1122,23.08.2017,144.523
1123,1123,22.08.2017,144.287
1124,1124,21.08.2017,145.242
1125,1125,20.08.2017,145.174
1126,1126,18.08.2017,145.331
1127,1127,17.08.2017,146.22
1128,1128,16.08.2017,145.099
1129,1129,15.08.2017,144.761
1130,1130,14.08.2017,145.03
1131,1131,13.08.2017,146.541
1132,1132,11.08.2017,146.567
1133,1133,10.08.2017,146.576
1134,1134,09.08.2017,145.178
1135,1135,08.08.2017,143.298
1136,1136,07.08.2017,142.741
1137,1137,06.08.2017,142.801
1138,1138,04.08.2017,142.809
1139,1139,03.08.2017,144.504
1140,1140,02.08.2017,143.803
1141,1141,01.08.2017,143.867
1142,1142,31.07.2017,143.615
1143,1143,30.07.2017,144.31
1144,1144,28.07.2017,144.022
1145,1145,27.07.2017,143.326
1146,1146,26.07.2017,143.224
1147,1147,25.07.2017,143.213
1148,1148,24.07.2017,143.368
1149,1149,23.07.2017,142.692
1150,1150,21.07.2017,142.682
1151,1151,20.07.2017,141.116
1152,1152,19.07.2017,140.618
1153,1153,18.07.2017,140.861
1154,1154,17.07.2017,139.948
1155,1155,16.07.2017,139.868
1156,1156,14.07.2017,139.755
1157,1157,13.07.2017,139.642
1158,1158,12.07.2017,139.971
1159,1159,11.07.2017,141.624
1160,1160,10.07.2017,140.802
1161,1161,09.07.2017,141.282
1162,1162,07.07.2017,141.075
1163,1163,06.07.2017,142.442
1164,1164,05.07.2017,142.32
1165,1165,04.07.2017,140.356
1166,1166,03.07.2017,139.875
1167,1167,02.07.2017,140.555
1168,1168,30.06.2017,140.533
1169,1169,29.06.2017,141.281
1170,1170,28.06.2017,141.144
1171,1171,27.06.2017,141.575
1172,1172,26.06.2017,139.964
1173,1173,25.06.2017,141.769
1174,1174,23.06.2017,141.772
1175,1175,22.06.2017,141.381
1176,1176,21.06.2017,141.814
1177,1177,20.06.2017,141.9
1178,1178,19.06.2017,140.902
1179,1179,18.06.2017,141.272
1180,1180,16.06.2017,141.168
1181,1181,15.06.2017,141.761
1182,1182,14.06.2017,141.733
1183,1183,13.06.2017,143.397
1184,1184,12.06.2017,143.058
1185,1185,11.06.2017,144.286
1186,1186,09.06.2017,143.972
1187,1187,08.06.2017,145.374
1188,1188,07.06.2017,146.708
1189,1189,06.06.2017,146.194
1190,1190,05.06.2017,145.099
1191,1191,04.06.2017,144.312
1192,1192,02.06.2017,144.268
1193,1193,01.06.2017,143.573
1194,1194,31.05.2017,143.964
1195,1195,30.05.2017,144.258
1196,1196,29.05.2017,145.857
1197,1197,28.05.2017,145.921
1198,1198,26.05.2017,145.844
1199,1199,25.05.2017,144.014
1200,1200,24.05.2017,143.944
1201,1201,23.05.2017,143.833
1202,1202,22.05.2017,144.845
1203,1203,21.05.2017,144.755
1204,1204,19.05.2017,144.322
1205,1205,18.05.2017,145.501
1206,1206,17.05.2017,145.33
1207,1207,16.05.2017,141.635
1208,1208,15.05.2017,140.471
1209,1209,14.05.2017,141.291
1210,1210,12.05.2017,141.044
1211,1211,11.05.2017,140.932
1212,1212,10.05.2017,140.378
1213,1213,09.05.2017,142.555
1214,1214,08.05.2017,141.552
1215,1215,07.05.2017,140.579
1216,1216,05.05.2017,139.889
1217,1217,04.05.2017,140.276
1218,1218,03.05.2017,140.76
1219,1219,02.05.2017,142.386
1220,1220,01.05.2017,143.618
1221,1221,30.04.2017,145.143
1222,1222,28.04.2017,144.817
1223,1223,27.04.2017,144.864
1224,1224,26.04.2017,145.599
1225,1225,25.04.2017,145.502
1226,1226,24.04.2017,146.918
1227,1227,23.04.2017,148.047
1228,1228,21.04.2017,150.34
1229,1229,20.04.2017,150.029
1230,1230,19.04.2017,151.161
1231,1231,18.04.2017,151.6
1232,1232,17.04.2017,152.758
1233,1233,16.04.2017,151.387
1234,1234,13.04.2017,151.668
1235,1235,12.04.2017,151.016
1236,1236,11.04.2017,151.66
1237,1237,10.04.2017,150.6
1238,1238,09.04.2017,150.484
1239,1239,07.04.2017,150.344
1240,1240,06.04.2017,149.245
1241,1241,05.04.2017,149.957
1242,1242,04.04.2017,148.5
1243,1243,03.04.2017,147.173
1244,1244,02.04.2017,145.853
1245,1245,31.03.2017,145.972
1246,1246,30.03.2017,146.163
1247,1247,29.03.2017,146.798
1248,1248,28.03.2017,147.043
1249,1249,27.03.2017,145.69
1250,1250,26.03.2017,145.082
1251,1251,24.03.2017,144.575
1252,1252,23.03.2017,145.542
1253,1253,22.03.2017,144.875
1254,1254,21.03.2017,145.579
1255,1255,20.03.2017,143.866
1256,1256,19.03.2017,143.689
1257,1257,17.03.2017,143.78
1258,1258,16.03.2017,143.102
1259,1259,15.03.2017,144.225
1260,1260,14.03.2017,144.399
1261,1261,13.03.2017,144.669
1262,1262,12.03.2017,145.087
1263,1263,10.03.2017,144.603
1264,1264,09.03.2017,145.585
1265,1265,08.03.2017,145.543
1266,1266,07.03.2017,143.89
1267,1267,06.03.2017,146.463
1268,1268,05.03.2017,147.689
1269,1269,03.03.2017,147.005
1270,1270,02.03.2017,148.101
1271,1271,01.03.2017,146.441
1272,1272,28.02.2017,145.992
1273,1273,27.02.2017,145.399
1274,1274,26.02.2017,145.407
1275,1275,24.02.2017,145.828
1276,1276,23.02.2017,143.368
1277,1277,22.02.2017,142.517
1278,1278,21.02.2017,143.979
1279,1279,20.02.2017,144.204
1280,1280,19.02.2017,144.341
1281,1281,17.02.2017,144.144
1282,1282,16.02.2017,146.031
1283,1283,15.02.2017,145.012
1284,1284,14.02.2017,144.286
1285,1285,13.02.2017,144.762
1286,1286,12.02.2017,146.101
1287,1287,10.02.2017,146.572
1288,1288,09.02.2017,145.321
1289,1289,08.02.2017,147.973
1290,1290,07.02.2017,148.282
1291,1291,06.02.2017,146.255
1292,1292,05.02.2017,145.466
1293,1293,03.02.2017,144.909
1294,1294,02.02.2017,146.028
1295,1295,01.02.2017,146.775
1296,1296,31.01.2017,147.012
1297,1297,30.01.2017,145.373
1298,1298,29.01.2017,148.559
1299,1299,27.01.2017,148.211
1300,1300,26.01.2017,147.539
1301,1301,25.01.2017,147.987
1302,1302,24.01.2017,147.103
1303,1303,23.01.2017,147.005
1304,1304,22.01.2017,147.394
1305,1305,20.01.2017,146.518
1306,1306,19.01.2017,148.179
1307,1307,18.01.2017,147.278
1308,1308,17.01.2017,146.988
1309,1309,16.01.2017,147.448
1310,1310,15.01.2017,144.683
1311,1311,13.01.2017,143.402
1312,1312,12.01.2017,144.81
1313,1313,11.01.2017,148.678
1314,1314,10.01.2017,144.879
1315,1315,09.01.2017,141.212
1316,1316,08.01.2017,137.505
1317,1317,06.01.2017,137.393
1318,1318,05.01.2017,136.466
1319,1319,04.01.2017,133.865
1320,1320,03.01.2017,133.668
1321,1321,02.01.2017,131.077
1322,1322,30.12.2016,130.679
1323,1323,29.12.2016,131.244
1324,1324,28.12.2016,129.958
1325,1325,27.12.2016,129.043
1326,1326,26.12.2016,127.988
1327,1327,23.12.2016,128.135
1328,1328,22.12.2016,127.416
1329,1329,21.12.2016,127.647
1330,1330,20.12.2016,128.224
1331,1331,19.12.2016,129.38
1332,1332,18.12.2016,127.791
1333,1333,16.12.2016,127.922
1334,1334,15.12.2016,127.281
1335,1335,14.12.2016,129.978
1336,1336,13.12.2016,130.025
1337,1337,12.12.2016,129.893
1338,1338,11.12.2016,130.831
1339,1339,09.12.2016,129.719
1340,1340,08.12.2016,129.946
1341,1341,07.12.2016,128.058
1342,1342,06.12.2016,129.564
1343,1343,05.12.2016,132.585
1344,1344,04.12.2016,134.546
1345,1345,02.12.2016,133.127
1346,1346,01.12.2016,132.093
1347,1347,30.11.2016,129.556
1348,1348,29.11.2016,130.359
1349,1349,28.11.2016,131.067
1350,1350,27.11.2016,131.762
1351,1351,25.11.2016,131.124
1352,1352,24.11.2016,132.125
1353,1353,23.11.2016,129.949
1354,1354,22.11.2016,131.948
1355,1355,21.11.2016,131.303
1356,1356,20.11.2016,131.074
1357,1357,18.11.2016,130.81
1358,1358,17.11.2016,131.865
1359,1359,16.11.2016,130.955
1360,1360,15.11.2016,129.779
1361,1361,14.11.2016,129.478
1362,1362,13.11.2016,128.275
1363,1363,11.11.2016,128.293
1364,1364,10.11.2016,131.737
1365,1365,09.11.2016,131.731
1366,1366,08.11.2016,129.535
1367,1367,07.11.2016,130.669
1368,1368,06.11.2016,130.675
1369,1369,04.11.2016,132.44
1370,1370,03.11.2016,130.451
1371,1371,02.11.2016,130.0
1372,1372,01.11.2016,128.966
1373,1373,31.10.2016,127.068
1374,1374,30.10.2016,127.867
1375,1375,28.10.2016,127.465
1376,1376,27.10.2016,127.042
1377,1377,26.10.2016,125.502
1378,1378,25.10.2016,125.847
1379,1379,24.10.2016,125.221
1380,1380,23.10.2016,125.464
1381,1381,21.10.2016,125.395
1382,1382,20.10.2016,124.505
1383,1383,19.10.2016,124.969
1384,1384,18.10.2016,125.775
1385,1385,17.10.2016,125.017
1386,1386,16.10.2016,124.626
1387,1387,14.10.2016,124.288
1388,1388,13.10.2016,124.711
1389,1389,12.10.2016,124.441
1390,1390,11.10.2016,124.357
1391,1391,10.10.2016,124.274
1392,1392,09.10.2016,123.587
1393,1393,07.10.2016,123.298
1394,1394,06.10.2016,122.837
1395,1395,05.10.2016,124.609
1396,1396,04.10.2016,124.794
1397,1397,03.10.2016,127.422
1398,1398,02.10.2016,127.0
1399,1399,30.09.2016,126.989
1400,1400,29.09.2016,127.459
1401,1401,28.09.2016,126.774
1402,1402,27.09.2016,126.873
1403,1403,26.09.2016,128.214
1404,1404,25.09.2016,128.637
1405,1405,23.09.2016,127.522
1406,1406,22.09.2016,126.517
1407,1407,21.09.2016,126.701
1408,1408,20.09.2016,125.971
1409,1409,19.09.2016,125.754
1410,1410,18.09.2016,125.581
1411,1411,16.09.2016,125.555
1412,1412,15.09.2016,125.677
1413,1413,14.09.2016,126.773
1414,1414,13.09.2016,126.761
1415,1415,12.09.2016,127.034
1416,1416,11.09.2016,126.941
1417,1417,09.09.2016,126.786
1418,1418,08.09.2016,127.031
1419,1419,07.09.2016,126.857
1420,1420,06.09.2016,126.798
1421,1421,05.09.2016,125.739
1422,1422,04.09.2016,125.517
1423,1423,02.09.2016,125.702
1424,1424,01.09.2016,125.195
1425,1425,31.08.2016,124.558
1426,1426,30.08.2016,125.047
1427,1427,29.08.2016,125.66
1428,1428,28.08.2016,125.488
1429,1429,26.08.2016,125.549
1430,1430,25.08.2016,124.746
1431,1431,24.08.2016,125.858
1432,1432,23.08.2016,126.899
1433,1433,22.08.2016,126.527
1434,1434,21.08.2016,126.188
1435,1435,19.08.2016,126.334
1436,1436,18.08.2016,127.11
1437,1437,17.08.2016,126.937
1438,1438,16.08.2016,126.953
1439,1439,15.08.2016,126.891
1440,1440,14.08.2016,127.446
1441,1441,12.08.2016,127.103
1442,1442,11.08.2016,127.458
1443,1443,10.08.2016,128.135
1444,1444,09.08.2016,128.102
1445,1445,08.08.2016,128.065
1446,1446,07.08.2016,128.481
1447,1447,05.08.2016,128.909
1448,1448,04.08.2016,131.717
1449,1449,03.08.2016,131.421
1450,1450,02.08.2016,131.213
1451,1451,01.08.2016,130.06
1452,1452,31.07.2016,129.57
1453,1453,29.07.2016,129.808
1454,1454,28.07.2016,129.418
1455,1455,27.07.2016,129.906
1456,1456,26.07.2016,128.986
1457,1457,25.07.2016,128.504
1458,1458,24.07.2016,130.115
1459,1459,22.07.2016,130.486
1460,1460,21.07.2016,131.412
1461,1461,20.07.2016,130.361
1462,1462,19.07.2016,130.522
1463,1463,18.07.2016,127.386
1464,1464,17.07.2016,127.148
1465,1465,15.07.2016,129.907
1466,1466,14.07.2016,123.861
1467,1467,13.07.2016,125.469
1468,1468,12.07.2016,123.883
1469,1469,11.07.2016,126.481
1470,1470,10.07.2016,127.531
1471,1471,08.07.2016,127.12
1472,1472,07.07.2016,128.535
1473,1473,06.07.2016,129.107
1474,1474,05.07.2016,128.272
1475,1475,04.07.2016,126.132
1476,1476,03.07.2016,125.338
1477,1477,01.07.2016,125.264
1478,1478,30.06.2016,122.499
1479,1479,29.06.2016,122.306
1480,1480,28.06.2016,122.814
1481,1481,27.06.2016,125.101
1482,1482,26.06.2016,126.112
1483,1483,24.06.2016,123.854
1484,1484,23.06.2016,116.924
1485,1485,22.06.2016,117.328
1486,1486,21.06.2016,118.843
1487,1487,20.06.2016,120.207
1488,1488,19.06.2016,120.787
1489,1489,17.06.2016,122.18
1490,1490,16.06.2016,120.768
1491,1491,15.06.2016,121.591
1492,1492,14.06.2016,121.25
1493,1493,13.06.2016,120.522
1494,1494,12.06.2016,120.412
1495,1495,10.06.2016,120.047
1496,1496,09.06.2016,117.829
1497,1497,08.06.2016,117.606
1498,1498,07.06.2016,115.884
1499,1499,06.06.2016,116.329
1500,1500,05.06.2016,116.727
1501,1501,03.06.2016,116.212
1502,1502,02.06.2016,114.553
1503,1503,01.06.2016,114.834
1504,1504,31.05.2016,115.358
1505,1505,30.05.2016,114.952
1506,1506,29.05.2016,114.999
1507,1507,27.05.2016,115.483
1508,1508,26.05.2016,115.456
1509,1509,25.05.2016,115.764
1510,1510,24.05.2016,116.177
1511,1511,23.05.2016,120.353
1512,1512,22.05.2016,119.863
1513,1513,20.05.2016,119.79
1514,1514,19.05.2016,120.798
1515,1515,18.05.2016,121.143
1516,1516,17.05.2016,122.111
1517,1517,16.05.2016,122.007
1518,1518,15.05.2016,121.772
1519,1519,13.05.2016,121.615
1520,1520,12.05.2016,120.668
1521,1521,11.05.2016,121.337
1522,1522,10.05.2016,119.981
1523,1523,09.05.2016,119.513
1524,1524,08.05.2016,120.949
1525,1525,06.05.2016,121.279
1526,1526,05.05.2016,120.287
1527,1527,04.05.2016,121.904
1528,1528,03.05.2016,117.758
1529,1529,02.05.2016,116.318
1530,1530,01.05.2016,116.356
1531,1531,29.04.2016,116.294
1532,1532,28.04.2016,114.482
1533,1533,27.04.2016,112.935
1534,1534,26.04.2016,112.764
1535,1535,25.04.2016,113.238
1536,1536,24.04.2016,112.945
1537,1537,22.04.2016,112.88
1538,1538,21.04.2016,113.791
1539,1539,20.04.2016,112.618
1540,1540,19.04.2016,113.769
1541,1541,18.04.2016,112.279
1542,1542,17.04.2016,113.564
1543,1543,15.04.2016,113.251
1544,1544,14.04.2016,112.693
1545,1545,13.04.2016,113.55
1546,1546,12.04.2016,114.327
1547,1547,11.04.2016,114.409
1548,1548,10.04.2016,114.091
1549,1549,08.04.2016,113.584
1550,1550,07.04.2016,114.091
1551,1551,06.04.2016,111.945
1552,1552,05.04.2016,112.076
1553,1553,04.04.2016,109.869
1554,1554,03.04.2016,110.833
1555,1555,01.04.2016,111.008
1556,1556,31.03.2016,111.576
1557,1557,30.03.2016,111.846
1558,1558,29.03.2016,113.218
1559,1559,28.03.2016,112.771
1560,1560,27.03.2016,112.262
1561,1561,24.03.2016,112.412
1562,1562,23.03.2016,113.084
1563,1563,22.03.2016,115.123
1564,1564,21.03.2016,114.502
1565,1565,20.03.2016,115.708
1566,1566,18.03.2016,115.726
1567,1567,17.03.2016,115.173
1568,1568,16.03.2016,116.201
1569,1569,15.03.2016,114.885
1570,1570,14.03.2016,114.14
1571,1571,13.03.2016,115.723
1572,1572,11.03.2016,115.396
1573,1573,10.03.2016,118.223
1574,1574,09.03.2016,116.632
1575,1575,08.03.2016,118.314
1576,1576,07.03.2016,118.927
1577,1577,06.03.2016,118.075
1578,1578,04.03.2016,117.639
1579,1579,03.03.2016,117.934
1580,1580,02.03.2016,116.725
1581,1581,01.03.2016,116.34
1582,1582,29.02.2016,118.201
1583,1583,28.02.2016,117.417
1584,1584,26.02.2016,117.661
1585,1585,25.02.2016,116.171
1586,1586,24.02.2016,115.59
1587,1587,23.02.2016,116.437
1588,1588,22.02.2016,114.136
1589,1589,21.02.2016,116.338
1590,1590,19.02.2016,116.492
1591,1591,18.02.2016,117.46
1592,1592,17.02.2016,114.748
1593,1593,16.02.2016,115.158
1594,1594,15.02.2016,114.54
1595,1595,14.02.2016,116.443
1596,1596,12.02.2016,116.543
1597,1597,11.02.2016,117.017
1598,1598,10.02.2016,112.577
1599,1599,09.02.2016,112.433
1600,1600,08.02.2016,112.848
1601,1601,07.02.2016,109.315
1602,1602,05.02.2016,110.042
1603,1603,04.02.2016,108.262
1604,1604,03.02.2016,107.041
1605,1605,02.02.2016,107.092
1606,1606,01.02.2016,106.935
1607,1607,31.01.2016,106.233
1608,1608,29.01.2016,106.182
1609,1609,28.01.2016,106.452
1610,1610,27.01.2016,108.574
1611,1611,26.01.2016,108.289
1612,1612,25.01.2016,107.73
1613,1613,24.01.2016,106.09
1614,1614,22.01.2016,105.915
1615,1615,21.01.2016,106.813
1616,1616,20.01.2016,107.529
1617,1617,19.01.2016,106.269
1618,1618,18.01.2016,106.289
1619,1619,17.01.2016,106.897
1620,1620,15.01.2016,106.721
1621,1621,14.01.2016,104.794
1622,1622,13.01.2016,106.638
1623,1623,12.01.2016,105.999
1624,1624,11.01.2016,107.027
1625,1625,10.01.2016,108.073
1626,1626,08.01.2016,107.265
1627,1627,07.01.2016,107.053
1628,1628,06.01.2016,105.519
1629,1629,05.01.2016,103.504
1630,1630,04.01.2016,102.323
1631,1631,03.01.2016,99.844
1632,1632,31.12.2015,99.428
1633,1633,30.12.2015,99.774
1634,1634,29.12.2015,99.94
1635,1635,28.12.2015,99.823
1636,1636,27.12.2015,100.874
1637,1637,24.12.2015,101.039
1638,1638,23.12.2015,100.64
1639,1639,22.12.2015,101.179
1640,1640,21.12.2015,100.897
1641,1641,20.12.2015,99.728
1642,1642,18.12.2015,99.663
1643,1643,17.12.2015,99.112
1644,1644,16.12.2015,101.001
1645,1645,15.12.2015,101.149
1646,1646,14.12.2015,101.921
1647,1647,13.12.2015,102.368
1648,1648,11.12.2015,103.07
1649,1649,10.12.2015,100.833
1650,1650,09.12.2015,100.436
1651,1651,08.12.2015,100.711
1652,1652,07.12.2015,100.301
1653,1653,06.12.2015,100.71
1654,1654,04.12.2015,101.09
1655,1655,03.12.2015,98.573
1656,1656,02.12.2015,97.9
1657,1657,01.12.2015,99.416
1658,1658,30.11.2015,99.642
1659,1659,29.11.2015,99.515
1660,1660,27.11.2015,99.555
1661,1661,26.11.2015,100.956
1662,1662,25.11.2015,99.411
1663,1663,24.11.2015,99.442
1664,1664,23.11.2015,98.054
1665,1665,22.11.2015,97.943
1666,1666,20.11.2015,98.035
1667,1667,19.11.2015,98.948
1668,1668,18.11.2015,98.594
1669,1669,17.11.2015,98.668
1670,1670,16.11.2015,100.484
1671,1671,15.11.2015,100.786
1672,1672,13.11.2015,99.81
1673,1673,12.11.2015,99.845
1674,1674,11.11.2015,100.438
1675,1675,10.11.2015,102.167
1676,1676,09.11.2015,102.624
1677,1677,08.11.2015,102.459
1678,1678,06.11.2015,102.069
1679,1679,05.11.2015,101.755
1680,1680,04.11.2015,102.205
1681,1681,03.11.2015,101.892
1682,1682,02.11.2015,102.933
1683,1683,01.11.2015,104.443
1684,1684,30.10.2015,107.048
1685,1685,29.10.2015,108.348
1686,1686,28.10.2015,108.819
1687,1687,27.10.2015,108.969
1688,1688,26.10.2015,108.151
1689,1689,23.10.2015,108.871
1690,1690,22.10.2015,107.687
1691,1691,21.10.2015,108.556
1692,1692,20.10.2015,109.805
1693,1693,19.10.2015,109.218
1694,1694,18.10.2015,109.667
1695,1695,16.10.2015,109.505
1696,1696,15.10.2015,109.559
1697,1697,14.10.2015,110.992
1698,1698,13.10.2015,111.184
1699,1699,12.10.2015,109.412
1700,1700,11.10.2015,109.059
1701,1701,09.10.2015,108.264
1702,1702,08.10.2015,106.143
1703,1703,07.10.2015,108.259
1704,1704,06.10.2015,109.055
1705,1705,05.10.2015,108.929
1706,1706,04.10.2015,109.586
1707,1707,02.10.2015,109.476
1708,1708,01.10.2015,108.408
1709,1709,30.09.2015,108.484
1710,1710,29.09.2015,110.022
1711,1711,28.09.2015,111.285
1712,1712,27.09.2015,112.427
1713,1713,25.09.2015,112.256
1714,1714,24.09.2015,112.724
1715,1715,23.09.2015,110.662
1716,1716,22.09.2015,109.448
1717,1717,21.09.2015,109.396
1718,1718,20.09.2015,109.94
1719,1719,18.09.2015,110.049
1720,1720,17.09.2015,109.39
1721,1721,16.09.2015,108.003
1722,1722,15.09.2015,107.715
1723,1723,14.09.2015,109.077
1724,1724,13.09.2015,108.072
1725,1725,11.09.2015,108.491
1726,1726,10.09.2015,107.93
1727,1727,09.09.2015,108.556
1728,1728,08.09.2015,108.724
1729,1729,07.09.2015,109.251
1730,1730,06.09.2015,109.509
1731,1731,04.09.2015,108.487
1732,1732,03.09.2015,107.586
1733,1733,02.09.2015,107.21
1734,1734,01.09.2015,107.428
1735,1735,31.08.2015,106.44
1736,1736,30.08.2015,106.294
1737,1737,28.08.2015,106.556
1738,1738,27.08.2015,105.465
1739,1739,26.08.2015,105.891
1740,1740,25.08.2015,108.457
1741,1741,24.08.2015,109.37
1742,1742,23.08.2015,110.496
1743,1743,21.08.2015,108.862
1744,1744,20.08.2015,108.452
1745,1745,19.08.2015,106.71
1746,1746,18.08.2015,104.031
1747,1747,17.08.2015,103.016
1748,1748,16.08.2015,101.571
1749,1749,14.08.2015,101.641
1750,1750,13.08.2015,101.197
1751,1751,12.08.2015,100.397
1752,1752,11.08.2015,99.083
1753,1753,10.08.2015,98.417
1754,1754,09.08.2015,97.654
1755,1755,07.08.2015,97.754
1756,1756,06.08.2015,97.249
